10106	247	2790	3620
10106	247	4470	4810
10106	247	9520	9960
10106	247	10340	15620
10106	247	15800	18070
10106	247	18370	18580
10106	247	18600	19890
10106	247	20380	25520
10106	247	27540	35540
10106	248	0	220
10106	248	1290	1600
10106	248	1690	3070
10106	248	3090	5870
10106	248	5950	13550
10106	248	13570	16800
10106	248	16820	17940
10106	248	17980	23370
10106	248	24600	37560
10106	248	37580	39270
10106	248	39340	54540
