1097789396,0x000000000000001500,NULL,0xA0108004193635268104CE183634820209F181020006820102,0x00,422982950,-837274060,2545,0x0006,2,0x00000000,2011-10-05 00:01:00.000,32000,2,422986840,-837268780,2551,351,0,NULL,1,13609,,268,,12600,,8721,,268,,12600,,8721,
1097789400,0x000000000000001500,NULL,0xA0108004193635268104CE183634820209F181020006820102,0x00,422982950,-837274060,2545,0x0006,2,0x00000000,2011-10-05 00:01:00.000,32000,2,422986840,-837268780,2551,351,0,NULL,1,13609,,268,,12600,,8721,,268,,12600,,8721,
1097789404,0x000000000000001500,NULL,0xA0108004193635268104CE183634820209F181020006820102,0x00,422982950,-837274060,2545,0x0006,2,0x00000000,2011-10-05 00:01:00.000,32000,2,422986840,-837268780,2551,351,0,NULL,1,13609,,268,,12600,,8721,,268,,12600,,8721,
1097789408,0x000000000000001500,NULL,0xA0108004193635268104CE183634820209F181020006820102,0x00,422982950,-837274060,2545,0x0006,2,0x00000000,2011-10-05 00:01:00.000,32000,2,422986840,-837268780,2551,351,0,NULL,1,13609,,268,,12600,,8721,,268,,12600,,8721,
1097789412,0x000000000000001500,NULL,0xA0108004193635268104CE183634820209F181020006820102,0x00,422982950,-837274060,2545,0x0006,2,0x00000000,2011-10-05 00:01:00.000,32000,2,422986840,-837268780,2551,351,0,NULL,1,13609,,268,,12600,,8721,,268,,12600,,8721,
1097789417,0x000000000000001500,NULL,0xA0108004193635268104CE183634820209F181020006820102,0x00,422982950,-837274060,2545,0x0006,2,0x00000000,2011-10-05 00:01:00.000,32000,2,422986840,-837268780,2551,351,0,NULL,1,13609,,268,,12600,,8721,,268,,12600,,8721,
1097789423,0x000000000000001500,NULL,0xA0108004193635268104CE183634820209F181020006820102,0x00,422982950,-837274060,2545,0x0006,2,0x00000000,2011-10-05 00:01:00.000,32000,2,422986840,-837268780,2551,351,0,NULL,1,13609,,268,,12600,,8721,,268,,12600,,8721,
1097789425,0x000000000000001500,NULL,0xA0108004193635268104CE183634820209F181020006820102,0x00,422982950,-837274060,2545,0x0006,2,0x00000000,2011-10-05 00:01:00.000,32000,2,422986840,-837268780,2551,351,0,NULL,1,13609,,268,,12600,,8721,,268,,12600,,8721,
1097789456,0x000000000000001500,NULL,0xA0108004193635268104CE183634820209F181020006820102,0x00,422982950,-837274060,2545,0x0006,2,0x00000000,2011-10-05 00:01:00.000,32000,2,422986840,-837268780,2551,351,0,NULL,1,13609,,268,,12600,,8721,,268,,12600,,8721,
1097789459,0x000000000000001500,NULL,0xA0108004193635268104CE183634820209F181020006820102,0x00,422982950,-837274060,2545,0x0006,2,0x00000000,2011-10-05 00:01:00.000,32000,2,422986840,-837268780,2551,351,0,NULL,1,13609,,268,,12600,,8721,,268,,12600,,8721,
1097789464,0x000000000000001500,NULL,0xA0108004193635268104CE183634820209F181020006820102,0x00,422982950,-837274060,2545,0x0006,2,0x00000000,2011-10-05 00:01:00.000,32000,2,422986840,-837268780,2551,351,0,NULL,1,13609,,268,,12600,,8721,,268,,12600,,8721,
1097789468,0x000000000000001500,NULL,0xA0108004193635268104CE183634820209F181020006820102,0x00,422982950,-837274060,2545,0x0006,2,0x00000000,2011-10-05 00:01:00.000,32000,2,422986840,-837268780,2551,351,0,NULL,1,13609,,268,,12600,,8721,,268,,12600,,8721,
1097789472,0x000000000000001500,NULL,0xA0108004193635268104CE183634820209F181020006820102,0x00,422982950,-837274060,2545,0x0006,2,0x00000000,2011-10-05 00:01:00.000,32000,2,422986840,-837268780,2551,351,0,NULL,1,13609,,268,,12600,,8721,,268,,12600,,8721,
1097789475,0x000000000000001500,NULL,0xA0108004193635268104CE183634820209F181020006820102,0x00,422982950,-837274060,2545,0x0006,2,0x00000000,2011-10-05 00:01:00.000,32000,2,422986840,-837268780,2551,351,0,NULL,1,13609,,268,,12600,,8721,,268,,12600,,8721,
1097789480,0x000000000000001500,NULL,0xA0108004193635268104CE183634820209F181020006820102,0x00,422982950,-837274060,2545,0x0006,2,0x00000000,2011-10-05 00:01:00.000,32000,2,422986840,-837268780,2551,351,0,NULL,1,13609,,268,,12600,,8721,,268,,12600,,8721,
1097789484,0x000000000000001500,NULL,0xA0108004193635268104CE183634820209F181020006820102,0x00,422982950,-837274060,2545,0x0006,2,0x00000000,2011-10-05 00:01:00.000,32000,2,422986840,-837268780,2551,351,0,NULL,1,13609,,268,,12600,,8721,,268,,12600,,8721,
1097789488,0x000000000000001500,NULL,0xA0108004193635268104CE183634820209F181020006820102,0x00,422982950,-837274060,2545,0x0006,2,0x00000000,2011-10-05 00:01:00.000,32000,2,422986840,-837268780,2551,351,0,NULL,1,13609,,268,,12600,,8721,,268,,12600,,8721,
1097789490,0x000000000000001500,NULL,0xA0108004193635268104CE183634820209F181020006820102,0x00,422982950,-837274060,2545,0x0006,2,0x00000000,2011-10-05 00:01:00.000,32000,2,422986840,-837268780,2551,351,0,NULL,1,13609,,268,,12600,,8721,,268,,12600,,8721,
1097789496,0x000000000000001500,NULL,0xA0108004193635268104CE183634820209F181020006820102,0x00,422982950,-837274060,2545,0x0006,2,0x00000000,2011-10-05 00:01:00.000,32000,2,422986840,-837268780,2551,351,0,NULL,1,13609,,268,,12600,,8721,,268,,12600,,8721,
1097789500,0x000000000000001500,NULL,0xA0108004193635268104CE183634820209F181020006820102,0x00,422982950,-837274060,2545,0x0006,2,0x00000000,2011-10-05 00:01:00.000,32000,2,422986840,-837268780,2551,351,0,NULL,1,13609,,268,,12600,,8721,,268,,12600,,8721,
