131,28,191,139,0,0
132,30,191,139,0,0
133,22,191,139,0,0
134,27,191,139,0,0
135,23,191,139,0,0
136,33,191,139,0,0
137,32,191,139,0,0
138,31,191,139,0,0
139,25,191,139,0,0
140,22,302,78,0,0
141,35,191,139,0,0
142,29,302,78,0,0
143,24,302,78,0,0
144,33,302,78,0,0
145,31,302,78,0,0
146,32,302,78,0,0
147,38,191,139,0,0
148,25,302,78,0,0
149,23,302,78,0,0
150,34,302,78,0,0
