10,1417715,4870,1,0,42.560001,7.1680000000000001,7.2000000000000002,-0.69999999999999996,0,1
87,493190,43000,40,3,74.624001000000007,-2.016,-2.7000000000000002,0.80000000000000004,0,1
87,493190,55300,40,3,53.728003999999999,-2.4319999999999999,-0.59999999999999998,-0.59999999999999998,1,1
87,507228,619300,241,3,32.128002000000002,3.9359999999999999,-11.300000000000001,0.0,0,1
87,507228,619300,242,0,22.783999999999999,-6.5279999999999996,-16.399999999999999,0.5,0,0
87,492778,467100,67,3,26.016000999999999,-0.86399999999999999,0.59999999999999998,-0.29999999999999999,1,1
87,492778,467100,76,3,59.040000999999997,8.5760000000000005,-25.799999,-0.20000000000000001,0,1
87,492778,467100,77,3,33.408000999999999,3.488,4.5,-0.29999999999999999,0,1
87,492041,91400,128,3,17.600000000000001,2.6240000000000001,-3.3999999999999999,-1.3999999999999999,0,1
87,492041,91400,143,3,36.576000000000001,-1.024,-3.5,-1.3,0,1
87,492041,91400,145,0,68.800003000000004,-6.1760000000000002,-1.3999999999999999,-1.3,0,0
87,492041,91400,149,0,90.656006000000005,-4.1920000000000002,-17.799999,0.80000000000000004,0,1
87,492618,141700,42,3,36.415999999999997,3.9359999999999999,-8.1999999999999993,-0.5,0,1
87,492618,141700,53,0,50.528004000000003,6.4000000000000001E-2,-11.9,1.1000000000000001,0,1
87,492618,141700,58,0,107.39200599999999,3.9039999999999999,-1.8999999999999999,0.59999999999999998,0,0
87,492618,141700,59,0,51.488002999999999,-0.76800000000000002,-10.699999999999999,0.59999999999999998,0,1
87,507228,222000,122,3,63.360004000000004,2.8159999999999998,-0.20000000000000001,1.1000000000000001,1,1
87,507228,222000,130,3,48.000003999999997,-3.04,-1.0,-0.59999999999999998,0,1
87,507265,674500,47,3,14.176000999999999,0.89600000000000002,-0.29999999999999999,0.40000000000000002,1,1
87,507265,674500,49,0,26.560001,7.008,-13.6,-0.40000000000000002,0,0
