29,172,1,-527689010,422872330,24585
30,172,1,-527689010,422872330,24585
31,172,1,-527689010,422872330,24585
32,172,1,-527689010,422872330,24585
33,172,1,-527689010,422872330,24585
34,126,1,-2005985330,422864680,0
35,126,1,-2005985330,422864680,0
36,126,1,-2005985330,422864680,0
37,126,1,-2005985330,422864680,0
38,126,1,-2005985330,422864680,0
39,126,1,-2005985330,422864680,0
40,126,1,-2005985330,422864680,0
41,126,1,-2005985330,422864680,0
42,126,1,-2005985330,422864680,0
43,126,1,-2005985330,422864680,0
44,126,1,-2005985330,422864680,0
45,126,1,-2005985330,422864680,0
46,126,1,-2005985330,422864680,0
47,126,1,-2005985330,422864680,0
48,126,1,-2005985330,422864680,0
