TJ_Tag,ID,Device_1,Trip_1,Device_2,Trip_2,StartTime_1,EndTime_1,StartTime_2,EndTime_2
1,7,91,37,90,15,18450,79050,19910,80510
2,7,91,37,90,15,87350,116050,88810,117510
3,7,91,37,90,15,126750,128050,128210,129510
4,7,91,37,90,15,145050,146250,146510,147710
5,7,91,37,90,15,153650,154650,155110,156110
6,7,91,37,90,15,173750,174850,175210,176310
7,23,91,53,90,21,214170,215570,563790,565190
8,23,91,53,90,21,220170,221570,569790,571190
9,23,91,53,90,21,226070,229570,575690,579190
10,23,91,53,90,21,232370,233670,581990,583290
11,23,91,53,90,21,237770,239070,587390,588690
12,23,91,53,90,21,241770,243170,591390,592790
13,23,91,53,90,21,246570,247770,596190,597390
14,23,91,53,90,21,250970,252270,600590,601890
15,27,92,2,91,3,220990,222290,1750,3050
16,27,92,2,91,3,225890,227090,6650,7850
17,27,92,2,91,3,229890,231190,10650,11950
18,27,92,2,91,3,238690,239890,19450,20650
19,27,92,2,91,3,245490,246690,26250,27450
20,27,92,2,91,3,251190,252390,31950,33150
21,27,92,2,91,3,257690,258890,38450,39650
22,27,92,2,91,3,262290,263490,43050,44250
23,27,92,2,91,3,266090,267390,46850,48150
24,27,92,2,91,3,269890,273390,50650,54150
25,27,92,2,91,3,285590,306690,66350,87450
26,28,92,3,91,4,160470,162070,49460,51060
27,64,92,33,90,15,190,25390,26370,51570
28,64,92,33,90,15,26290,26890,52470,53070
29,64,92,33,90,15,28690,29690,54870,55870
30,64,92,33,90,15,107690,108590,133870,134770
31,64,92,33,90,15,125090,125990,151270,152170
32,64,92,33,90,15,143590,144490,169770,170670
33,64,92,33,90,15,151490,152390,177670,178570
34,68,92,33,91,37,17340,24640,42050,49350
35,68,92,33,91,37,25440,26040,50150,50750
36,68,92,33,91,37,28440,29440,53150,54150
37,68,92,33,91,37,105340,105840,130050,130550
38,68,92,33,91,37,122140,123740,146850,148450
39,68,92,33,91,37,132440,135640,157150,160350
40,68,92,33,91,37,141540,142440,166250,167150
41,68,92,33,91,37,150840,151440,175550,176150
42,84,92,38,91,45,25940,28440,133140,135640
43,84,92,38,91,45,31840,32640,139040,139840
44,84,92,38,91,45,37340,38040,144540,145240
45,84,92,38,91,45,42040,42640,149240,149840
46,84,92,38,91,45,48840,49540,156040,156740
47,84,92,38,91,45,52340,53340,159540,160540
48,84,92,38,91,45,55340,60140,162540,167340
49,84,92,38,91,45,63940,65440,171140,172640
50,84,92,38,91,45,70040,74540,177240,181740
51,84,92,38,91,45,76440,79040,183640,186240
52,84,92,38,91,45,81040,90140,188240,197340
53,84,92,38,91,45,92940,98440,200140,205640
54,84,92,38,91,45,100240,107240,207440,214440
55,84,92,38,91,45,109540,110540,216740,217740
56,84,92,38,91,45,112440,113740,219640,220940
57,84,92,38,91,45,120940,121640,228140,228840
58,87,92,38,91,53,563640,566140,226470,228970
59,87,92,38,91,53,568140,569440,230970,232270
60,87,92,38,91,53,575140,576540,237970,239370
61,87,92,38,91,53,580740,582040,243570,244870
62,87,92,38,91,53,593040,593740,255870,256570
63,2734,551,109,501,836,23010,28710,139130,144830
64,2772,551,112,91,37,7480,15980,42350,50850
65,3095,551,315,502,112,123560,125460,60910,62810
66,3458,551,482,502,137,74000,79100,42640,47740
67,3458,551,482,502,137,81600,82800,50240,51440
68,3458,551,482,502,137,86400,87500,55040,56140
69,3499,551,498,502,322,72320,73120,101840,102640
70,3499,551,498,502,322,77520,81420,107040,110940
71,3726,551,546,502,780,318010,320610,52940,55540
72,5317,552,221,502,970,293680,298980,131420,136720
73,6460,552,435,551,543,10160,115460,24400,129700
74,6488,552,437,502,780,325100,327700,53040,55640
75,6518,552,438,551,109,249590,250090,47010,47510
76,6518,552,438,551,109,255090,255290,52510,52710
77,6518,552,438,551,109,284490,285090,81910,82510
78,6518,552,438,551,109,290090,290390,87510,87810
79,6518,552,438,551,109,292590,304490,90010,101910
80,6904,552,519,502,228,189690,190390,40930,41630
81,9454,3268,10,501,304,167450,168050,35060,35660
82,9710,3268,41,92,22,286060,289560,84600,88100
83,10319,10002,120,551,109,196750,197150,46610,47010
84,10319,10002,120,551,109,202250,202450,52110,52310
85,10319,10002,120,551,109,231750,232450,81610,82310
86,10319,10002,120,551,109,237150,237550,87010,87410
87,10319,10002,120,551,109,241450,253550,91310,103410
88,14305,10004,91,91,13,321850,347550,30410,56110
89,14305,10004,91,91,13,358250,360450,66810,69010
90,15018,10007,29,551,532,210,8910,88020,96720
91,15599,10106,68,502,130,90610,90910,108600,108900
92,15599,10106,68,502,130,92210,97510,110200,115500
93,16140,10106,141,551,657,67880,68580,75900,76600
94,18358,10106,462,502,772,48210,50310,104330,106430
95,20152,10106,628,502,769,47010,48110,113180,114280
96,21737,10106,897,10005,29,51560,51660,28290,28390
97,27810,10106,2020,502,887,151640,152340,62910,63610
98,30288,10106,2496,502,307,21640,21940,41610,41910
99,37214,10106,3089,552,302,5230,6130,45400,46300
100,44429,10106,4140,502,873,51820,52620,42550,43350
101,45308,10106,4377,501,671,650,5350,97610,102310
102,46474,10106,4738,10007,32,142630,143130,106410,106910
103,50910,10107,47,502,780,220,5120,63690,68590
104,51107,10107,72,10106,4738,151660,151860,151820,152020
105,51358,10115,11,10106,218,7400,13200,42280,48080
106,51358,10115,11,10106,218,18500,19700,53380,54580
107,56838,10115,400,10106,1544,103490,104290,43720,44520
108,58224,10116,1,501,121,210,910,105730,106430
109,59176,10116,107,10106,2733,78610,81010,114970,117370
110,59720,10116,142,10106,4385,81160,81760,44030,44630
111,66110,10116,191,10106,1263,26160,26560,137650,138050
112,69135,10116,521,10106,4385,77470,78870,47630,49030
113,76759,10116,873,10005,39,3810,4710,82020,82920
114,88223,10116,1509,10106,1512,22220,22820,49420,50020
115,93477,10116,1611,10106,2124,70180,71080,2540,3440
116,93477,10116,1611,10106,2124,80880,82080,13240,14440
117,97983,10118,1,551,784,1220,2320,217700,218800
118,97983,10118,1,551,784,2720,8020,219200,224500
119,97984,10118,1,551,772,420,1420,230000,231000
120,97984,10118,1,551,772,2120,7920,231700,237500
121,98323,10118,19,3268,88,39140,39540,241330,241730
122,98999,10118,48,3268,10,55430,56230,98490,99290
123,99250,10118,59,3268,23,45930,46630,99690,100390
124,103743,10118,182,501,244,150810,151310,50410,50910
125,103963,10118,191,3268,10,50830,51530,125610,126310
126,104032,10118,193,552,560,51310,54210,3410,6310
127,104849,10118,242,3268,23,63920,65220,87870,89170
128,105169,10118,258,3268,34,112600,113200,35400,36000
129,105268,10118,268,501,296,169750,170950,78610,79810
130,105278,10118,268,3268,10,57150,58050,120730,121630
131,106940,10118,401,10106,3556,26190,26390,161230,161430
132,109646,10118,555,502,967,43840,49140,194130,199430
133,113107,10118,691,10004,110,8690,9690,4800,5800
134,114353,10118,738,501,804,14530,15530,88230,89230
135,114440,10118,745,10115,37,59430,61930,7910,10410
136,118630,10118,758,10106,247,170340,171040,33530,34230
137,118775,10118,763,502,195,38170,38570,22980,23380
138,121875,10118,872,10106,3983,6640,7740,11080,12180
139,121957,10118,878,552,490,81730,82330,120220,120820
140,121957,10118,878,552,490,83530,88130,122020,126620
141,123532,10118,930,10116,714,34770,35370,34820,35420
142,123534,10118,930,10116,1259,32070,32570,33410,33910
143,124178,10118,951,10106,1001,48200,48800,64430,65030
144,126100,10118,1046,551,482,13500,14800,95720,97020
145,126100,10118,1046,551,482,23800,27500,106020,109720
146,134124,10118,1091,10106,5412,7830,8430,25880,26480
147,135937,10118,1178,10106,3486,97670,102070,73810,78210
148,135937,10118,1178,10106,3486,168570,168970,144710,145110
149,141851,10118,1447,10106,3678,27120,27620,28500,29000
150,141979,10118,1452,10106,3733,25560,27960,1320,3720
151,144866,10118,1569,10116,393,46800,47000,214320,214520
152,146243,10118,1637,10116,1069,21530,22030,89840,90340
153,146807,10118,1653,10106,3021,29530,30130,66840,67440
154,146812,10118,1653,10106,2500,27730,28930,62470,63670
155,148729,10118,1736,10116,6,24540,27540,7310,10310
156,150442,10118,1809,10106,3678,32900,33700,29520,30320
157,151016,10118,1832,551,728,47520,48320,176360,177160
158,151017,10118,1832,551,318,44820,45220,107220,107620
159,156649,10118,1968,10106,4505,48370,49370,16020,17020
160,164780,10120,261,552,362,42050,42250,32420,32620
161,172324,10120,417,552,1020,214790,216390,1470,3070
162,184971,10120,561,10116,1693,68920,69620,15710,16410
163,184971,10120,561,10116,1693,72020,73020,18810,19810
164,185545,10120,583,502,970,76630,77030,86660,87060
165,189925,10120,714,10118,550,3590,4890,103190,104490
166,191041,10120,772,10106,3376,22610,24610,44150,46150
167,191041,10120,772,10106,3376,36810,42410,58350,63950
168,191544,10120,805,10116,1498,3620,8320,5380,10080
169,191544,10120,805,10116,1498,13420,19620,15180,21380
170,194696,10120,949,10106,1497,22100,22200,165420,165520
171,194805,10120,951,10116,382,26820,27620,113860,114660
172,194805,10120,951,10116,382,40320,40620,127360,127660
173,202812,10120,1208,10106,1514,209000,210200,185140,186340
174,214777,10120,1508,10106,1263,70000,70500,131390,131890
175,215656,10121,23,10106,4493,33910,41210,151430,158730
176,218425,10121,101,10118,781,227540,228540,21500,22500
177,219816,10121,152,10118,336,176420,177620,198230,199430
178,221094,10121,201,10118,1054,73270,74670,261210,262610
179,221134,10121,208,10116,1720,47210,48310,23300,24400
180,222692,10121,253,552,322,257510,258210,33520,34220
181,225787,10121,337,10118,1402,87860,90260,63820,66220
182,226030,10121,346,10116,46,37270,39670,5400,7800
183,227130,10121,371,10102,19,16340,18740,171230,173630
184,228880,10121,405,10118,129,82330,89530,19430,26630
185,228880,10121,405,10118,129,90430,91430,27530,28530
186,228880,10121,405,10118,129,92630,97030,29730,34130
187,230289,10121,434,10102,20,207500,207900,96730,97130
188,233554,10121,501,10102,20,209820,211520,98830,100530
189,251354,10121,659,10106,1621,6300,6900,8550,9150
190,251354,10121,659,10106,1621,15100,21000,17350,23250
191,252115,10121,683,551,538,14640,15440,185710,186510
192,252117,10121,683,552,432,14540,15440,192690,193590
193,254122,10121,718,10118,802,196060,197260,51510,52710
194,256937,10121,772,10118,802,156300,156800,45910,46410
195,257992,10121,798,502,951,178900,179700,75800,76600
196,258604,10121,806,10118,802,201920,202620,45210,45910
197,259144,10121,815,10118,1096,9310,10210,21580,22480
198,267735,10121,884,502,951,204280,204980,75000,75700
199,269235,10121,917,502,951,274820,275420,75700,76300
200,272990,10121,1006,502,951,269950,271050,76400,77500
201,276135,10121,1079,502,951,181700,182200,77600,78100
202,277826,10121,1112,502,927,154700,155100,31540,31940
203,278137,10121,1114,10118,802,237640,237940,43210,43510
204,298299,10121,1190,10106,3230,11300,15500,207720,211920
205,298299,10121,1190,10106,3230,19000,22500,215420,218920
206,298415,10121,1194,10118,1911,11220,13120,49060,50960
207,298415,10121,1194,10118,1911,31720,32620,69560,70460
208,299884,10121,1234,10118,1753,7010,7510,53220,53720
209,301635,10121,1278,502,951,423110,423810,76700,77400
210,308130,10122,202,551,568,58100,58900,290330,291130
211,308130,10122,202,551,568,65300,66400,297530,298630
212,308130,10122,202,551,568,72600,73700,304830,305930
213,308130,10122,202,551,568,75900,78200,308130,310430
214,308133,10122,202,551,564,103300,104000,273090,273790
215,308328,10122,207,10118,169,197490,205390,25620,33520
216,310915,10122,316,3268,52,200,5400,650,5850
217,311406,10122,332,10118,81,7520,8920,337890,339290
218,312484,10122,348,10118,81,8310,10710,342490,344890
219,319597,10122,536,552,507,7700,14600,171350,178250
220,323026,10122,609,501,679,17340,20940,9300,12900
221,330254,10122,771,10115,642,73850,74250,20690,21090
222,331178,10122,798,10118,81,6510,7710,350790,351990
223,341165,10122,977,10118,559,46380,49380,23610,26610
224,342117,10122,1005,10118,81,12700,14600,342130,344030
225,342117,10122,1005,10118,81,16600,18000,346030,347430
226,346666,10122,1123,502,531,33100,33400,177120,177420
227,347341,10122,1144,552,406,41590,46690,27020,32120
228,347341,10122,1144,552,406,50290,51590,35720,37020
229,350949,10122,1302,502,967,87490,87790,123750,124050
230,355154,10122,1346,10115,349,9010,13510,87970,92470
231,358363,10122,1438,502,967,64610,65010,116590,116990
232,359346,10125,1,92,30,78100,79800,91190,92890
233,360013,10125,27,502,992,18890,20790,18920,20820
234,361272,10125,85,10118,69,39720,40820,26020,27120
235,362898,10125,200,502,169,35080,39880,6920,11720
236,366557,10125,318,10118,1885,434400,434600,96820,97020
237,366565,10125,318,10120,180,440840,441040,83610,83810
238,366568,10125,318,10120,476,437030,437230,102030,102230
239,367816,10125,349,10106,3721,21830,24730,18210,21110
240,370475,10125,392,10121,311,79210,79510,197440,197740
241,370894,10125,405,10106,5620,45570,46670,22630,23730
242,376632,10125,515,10122,16,37910,41810,289900,293800
243,376632,10125,515,10122,16,48510,49610,300500,301600
244,377980,10125,556,552,223,26790,37990,8930,20130
245,378632,10125,571,502,873,43610,44910,110030,111330
246,384130,10125,689,10118,712,13620,28720,3620,18720
247,386422,10125,745,10106,623,21810,22210,25980,26380
248,386425,10125,745,10106,4627,60360,65860,6900,12400
249,387185,10125,768,10106,260,133380,134680,36910,38210
250,389764,10125,827,10116,1487,29380,30680,13420,14720
251,389764,10125,827,10116,1487,41280,46680,25320,30720
252,390651,10125,848,10115,495,25090,29190,55800,59900
253,390651,10125,848,10115,495,32890,47390,63600,78100
254,391214,10125,862,10115,251,31240,31740,10910,11410
255,391268,10125,864,501,78,37610,38510,8300,9200
256,394123,10125,959,502,970,202770,203970,10220,11420
257,394123,10125,959,502,970,210370,212570,17820,20020
258,394692,10125,974,10121,1051,77930,78630,81610,82310
259,394692,10125,974,10121,1051,79730,80530,83410,84210
260,394938,10125,979,10122,292,78610,80810,202090,204290
261,395842,10125,1003,10122,1403,52850,53050,40310,40510
262,395881,10125,1005,90,6,118440,120140,16390,18090
263,396354,10125,1016,10116,566,50160,50560,33800,34200
264,399203,10125,1086,551,498,145550,146550,56720,57720
265,399926,10125,1095,10116,560,52090,52990,34100,35000
266,413933,10125,1137,10106,2360,24710,26710,34740,36740
267,425185,10125,1220,10118,32,50770,52070,9710,11010
268,426595,10125,1254,552,499,28020,28420,146630,147030
269,426859,10125,1261,10122,676,37450,39850,4830,7230
270,429572,10125,1334,552,686,3460,4060,1570,2170
271,429572,10125,1334,552,686,5260,6660,3370,4770
272,434833,10125,1450,10116,1067,71400,71900,510,1010
273,436113,10125,1472,10122,990,67270,67570,5500,5800
274,436119,10125,1472,10122,895,62210,63810,13200,14800
275,436862,10125,1489,552,663,28320,28720,97560,97960
276,437693,10125,1510,10118,1150,39910,40810,45520,46420
277,438498,10125,1532,10106,407,83400,90500,37230,44330
278,438602,10125,1534,10106,432,101560,102260,169290,169990
279,440568,10125,1599,502,36,42810,53210,46780,57180
280,441349,10125,1618,10106,3961,21940,26840,10820,15720
281,441369,10125,1619,10106,4627,28790,33690,21000,25900
282,441615,10125,1624,10121,805,21000,22100,32020,33120
283,447840,10125,1704,10106,1852,25500,27600,16620,18720
284,448921,10125,1736,10118,974,51760,51960,86040,86240
285,449110,10125,1742,10116,1122,15190,15590,79740,80140
286,449773,10125,1769,10118,1187,74020,74820,59510,60310
287,455579,10125,1829,10116,943,118720,118920,33100,33300
288,456261,10125,1852,10106,1610,25690,26390,45990,46690
289,459960,10125,1968,552,960,47940,49240,22870,24170
290,460636,10125,1981,552,925,147330,153930,22750,29350
291,461780,10125,2017,10122,415,65690,67190,62610,64110
292,462358,10125,2041,502,64,6790,8190,15830,17230
293,463171,10125,2070,10106,434,6400,7500,18190,19290
294,464440,10125,2122,10106,2104,29080,29980,4800,5700
295,466323,10125,2177,10116,877,7090,7990,112930,113830
296,466498,10125,2186,10121,1190,43900,46200,79620,81920
297,466607,10125,2192,502,264,10100,16300,34320,40520
298,469795,10125,2316,502,322,27400,30800,132770,136170
299,474165,10125,2481,10106,3089,64300,65200,39130,40030
300,475346,10125,2534,501,849,50890,51990,104090,105190
301,476632,10125,2577,10116,970,46380,46580,34210,34410
302,479246,10125,2642,10122,1041,74340,75840,7700,9200
303,479246,10125,2642,10122,1041,80040,84840,13400,18200
304,479246,10125,2642,10122,1041,96940,97940,30300,31300
305,479254,10125,2642,10122,1434,75840,80840,29800,34800
306,479254,10125,2642,10122,1434,90340,97640,44300,51600
307,545598,10125,3179,10106,983,27620,29120,15930,17430
308,549154,10125,3266,10106,3228,41950,46550,13530,18130
309,559849,10125,3344,10106,2112,35860,36360,17120,17620
310,560317,10125,3358,10106,4156,8180,15480,2210,9510
311,570365,10125,3554,552,781,57590,58790,17780,18980
312,570365,10125,3554,552,781,68290,68890,28480,29080
313,570866,10129,8,3268,63,210,3610,4550,7950
314,570866,10129,8,3268,63,4510,6710,8850,11050
315,571194,10129,20,502,873,58610,61210,141270,143870
316,571902,10129,29,10118,1286,18020,19620,24280,25880
317,572493,10129,37,502,135,76630,77330,14820,15520
318,578112,10129,55,10125,911,21730,22430,51420,52120
319,578425,10129,57,10125,1012,38070,38670,22210,22810
320,578903,10129,74,10118,70,47030,47330,60880,61180
321,579487,10129,85,10122,820,5960,6360,37400,37800
322,579703,10129,90,552,33,22120,33820,42940,54640
323,579703,10129,90,552,33,44920,47020,65740,67840
324,579722,10129,90,10118,52,40620,45420,111430,116230
325,579722,10129,90,10118,52,47620,50420,118430,121230
326,579722,10129,90,10118,52,53920,55920,124730,126730
327,580232,10129,101,10122,1330,44350,54350,7120,17120
328,580281,10129,102,10122,91,5520,6420,34640,35540
329,580286,10129,102,10122,1130,4220,6420,27120,29320
330,580951,10129,123,552,33,26950,31150,50960,55160
331,581988,10129,151,10118,771,13520,14320,47880,48680
332,582048,10129,151,10125,3562,12920,13520,47520,48120
333,582469,10129,163,10115,91,1110,2010,29260,30160
334,582728,10129,170,502,73,48750,49850,74560,75660
335,582728,10129,170,502,73,57050,64350,82860,90160
336,589659,10129,203,10125,1009,5930,7130,38950,40150
337,590092,10129,212,10106,2813,62680,63680,112560,113560
338,590217,10129,216,502,130,31980,33480,78030,79530
339,590217,10129,216,502,130,48180,48480,94230,94530
340,590217,10129,216,502,130,62280,64280,108330,110330
341,590231,10129,216,10106,509,70180,71180,11520,12520
342,590942,10129,271,10118,524,131760,131960,135610,135810
343,591427,10129,296,10125,51,17020,18720,33940,35640
344,592201,10129,306,10122,1095,60690,66790,37400,43500
345,592460,10129,310,10122,1342,47510,49610,23010,25110
346,592665,10129,316,502,971,22000,22100,2310,2410
347,592665,10129,316,502,971,37000,38100,17310,18410
348,592665,10129,316,502,971,43500,46900,23810,27210
349,592665,10129,316,502,971,47500,49200,27810,29510
350,592768,10129,316,10122,1024,60750,61850,25900,27000
351,593238,10129,325,502,961,26450,31950,16720,22220
352,593238,10129,325,502,961,33150,36850,23420,27120
353,615024,10129,381,10118,470,81570,82870,93570,94870
354,615925,10129,394,10122,1342,115070,116170,94410,95510
355,616753,10129,411,10122,1119,48260,53660,7610,13010
356,616753,10129,411,10122,1119,70960,79260,30310,38610
357,619227,10129,457,10122,1066,47530,55430,8110,16010
358,628892,10129,619,10004,131,21310,24810,12900,16400
359,631879,10129,851,92,45,25340,26040,9400,10100
360,632547,10129,859,10125,3417,17400,18200,60940,61740
361,636198,10129,901,10122,1411,71350,72550,17400,18600
362,636345,10129,903,10118,2109,79350,80550,145150,146350
363,637565,10129,915,10122,496,43430,47630,57450,61650
364,639109,10129,954,10106,3142,61510,62110,7600,8200
365,642932,10129,998,502,1003,26390,27490,9320,10420
366,642932,10129,998,502,1003,34890,39390,17820,22320
367,642932,10129,998,502,1003,46990,55890,29920,38820
368,643868,10129,1007,10115,654,68390,69490,84000,85100
369,644654,10129,1018,10122,758,107720,113220,4910,10410
370,644654,10129,1018,10122,758,119920,122220,17110,19410
371,644655,10129,1018,10122,335,104800,117700,11310,24210
372,644655,10129,1018,10122,335,129700,136800,36210,43310
373,644673,10129,1018,10125,607,90760,91260,14610,15110
374,644830,10129,1022,502,961,8400,10300,164680,166580
375,644830,10129,1022,502,961,23400,23800,179680,180080
376,645533,10129,1031,10122,1024,68990,70390,18800,20200
377,645996,10129,1040,10122,1338,60780,62780,22120,24120
378,645996,10129,1040,10122,1338,63380,63880,24720,25220
379,645996,10129,1040,10122,1338,70580,75380,31920,36720
380,656161,10129,1135,502,981,133870,134170,30710,31010
381,666199,10129,1154,10115,392,41390,41890,1020,1520
382,666199,10129,1154,10115,392,54990,58690,14620,18320
383,666199,10129,1154,10115,392,63890,67990,23520,27620
384,667391,10129,1175,10122,1431,40240,43940,18110,21810
385,668585,10129,1199,10116,942,9120,11420,107260,109560
386,669623,10129,1219,10106,681,71280,74580,3630,6930
387,670440,10129,1235,10122,1078,50200,61200,4120,15120
388,670440,10129,1235,10122,1078,62400,67300,16320,21220
389,672333,10129,1270,10122,1438,55780,61180,7010,12410
390,672333,10129,1270,10122,1438,65180,66480,16410,17710
391,672333,10129,1270,10122,1438,76180,81980,27410,33210
392,672338,10129,1270,10122,1302,52140,66040,19290,33190
393,672338,10129,1270,10122,1302,66540,70440,33690,37590
394,672472,10129,1272,10122,1074,43430,44230,13110,13910
395,672835,10129,1275,10125,170,394030,394230,54330,54530
396,673771,10129,1291,10122,1431,63950,64650,15210,15910
397,673780,10129,1291,10122,1298,80910,83610,36220,38920
398,673780,10129,1291,10122,1298,87110,87410,42420,42720
399,675204,10129,1310,10125,1031,39600,41200,55410,57010
400,693332,10129,1409,10125,765,37950,38450,23910,24410
401,693945,10129,1418,10122,1342,92620,109120,57910,74410
402,693945,10129,1418,10122,1342,112920,113320,78210,78610
403,694736,10129,1429,10115,495,29420,30420,59000,60000
404,694736,10129,1429,10115,495,35420,36620,65000,66200
405,696220,10129,1452,10122,1076,53670,60370,9020,15720
406,697189,10129,1465,10122,767,77910,81310,42200,45600
407,697189,10129,1465,10122,767,83910,84410,48200,48700
408,697195,10129,1465,10122,506,77490,80890,45120,48520
409,698724,10129,1490,10116,1683,70520,72320,29010,30810
410,713948,10129,1511,10122,1041,51150,53450,3400,5700
411,713955,10129,1511,10122,1139,45300,50100,2510,7310
412,713955,10129,1511,10122,1139,52000,53200,9210,10410
413,713967,10129,1511,10122,1434,44940,49740,17800,22600
414,714175,10129,1515,10115,24,87940,91140,80580,83780
415,715766,10129,1536,10122,738,80270,82970,39210,41910
416,717319,10129,1561,10122,1298,42340,46540,6220,10420
417,717477,10129,1563,10122,454,66800,67500,2720,3420
418,717483,10129,1563,10122,822,66080,67580,6010,7510
419,717945,10129,1572,10115,654,55600,56800,84600,85800
420,717945,10129,1572,10115,654,63400,66000,92400,95000
421,721056,10129,1614,10118,1341,16200,16400,27110,27310
422,723102,10129,1646,10115,513,44660,46660,85620,87620
423,725140,10129,1680,10122,474,16020,17320,20460,21760
424,725142,10129,1680,10122,776,13120,32220,38440,57540
425,725142,10129,1680,10122,776,35520,35820,60840,61140
426,725149,10129,1680,10122,556,3820,5920,16290,18390
427,726729,10129,1697,552,393,44170,48370,21090,25290
428,726798,10129,1697,10122,376,95760,106060,22520,32820
429,726827,10129,1697,10125,2186,33310,33410,50420,50520
430,728432,10129,1721,10115,502,45840,46940,94710,95810
431,728432,10129,1721,10115,502,55140,56040,104010,104910
432,730159,10129,1744,10115,650,44350,45450,42260,43360
433,730159,10129,1744,10115,650,47750,48550,45660,46460
434,730159,10129,1744,10115,650,56950,58050,54860,55960
435,732295,10129,1783,10125,260,255710,255910,99400,99600
436,738133,10129,1886,10122,701,54320,56520,6000,8200
437,739522,10129,1911,10122,1116,58610,69510,10700,21600
438,739522,10129,1911,10122,1116,77210,78810,29300,30900
439,739713,10129,1913,10122,286,62110,83410,50760,72060
440,740605,10129,1928,10004,131,91010,91610,2100,2700
441,740605,10129,1928,10004,131,96010,97110,7100,8200
442,741624,10129,1944,10125,34,29950,30450,18420,18920
443,742439,10129,1959,10107,77,64240,64440,2310,2510
444,742503,10129,1959,10122,1047,58980,61080,4510,6610
445,742510,10129,1959,10122,1362,58690,70290,18610,30210
446,742521,10129,1959,10122,1072,58760,61060,12490,14790
447,764705,10129,2020,10118,436,76240,81640,19200,24600
448,768377,10129,2079,10122,1130,53740,55940,8300,10500
449,768377,10129,2079,10122,1130,60440,66040,15000,20600
450,768377,10129,2079,10122,1130,69140,75740,23700,30300
451,768377,10129,2079,10122,1130,76940,78040,31500,32600
452,780141,10129,2154,10115,328,79780,80180,71920,72320
453,780794,10129,2162,10115,385,58220,59520,51800,53100
454,781809,10129,2179,10122,1428,59130,62630,29520,33020
455,782229,10129,2183,10122,454,45220,50520,16520,21820
456,782230,10129,2183,10122,634,44960,64760,9210,29010
457,782232,10129,2183,10122,556,75260,76660,23410,24810
458,782242,10129,2183,10122,474,79980,81180,20100,21300
459,782244,10129,2183,10122,776,44800,55300,5800,16300
460,782244,10129,2183,10122,776,68300,83300,29300,44300
461,782244,10129,2183,10122,776,83600,98400,44600,59400
462,783366,10129,2208,10122,490,64190,65390,23730,24930
463,783367,10129,2208,10122,644,64650,67750,14130,17230
464,783367,10129,2208,10122,644,72750,74350,22230,23830
465,783375,10129,2208,10122,984,65810,73510,20400,28100
466,783376,10129,2208,10122,469,95130,96430,21720,23020
467,783383,10129,2208,10122,576,91570,93170,24210,25810
468,783563,10129,2210,10122,1095,52320,53920,39800,41400
469,784116,10129,2217,10122,91,56560,59660,36640,39740
470,784116,10129,2217,10122,91,62360,62860,42440,42940
471,787378,10129,2276,10118,350,44920,52720,87560,95360
472,790020,10129,2333,502,963,29080,32880,16120,19920
473,792258,10129,2363,10122,454,47150,49950,220,3020
474,792266,10129,2363,10122,738,39990,42390,20010,22410
475,792266,10129,2363,10122,738,60390,62690,40410,42710
476,795136,10129,2399,10122,608,49270,51570,5110,7410
477,800497,10129,2497,10125,2642,25710,26210,58560,59060
478,801663,10129,2515,10118,574,7120,8220,54980,56080
479,802354,10129,2526,10122,1035,59590,62990,1610,5010
480,805436,10129,2574,10122,898,71900,73400,44210,45710
481,806548,10129,2592,10122,833,50880,51480,10510,11110
482,806548,10129,2592,10122,833,71480,73180,31110,32810
483,809005,10129,2627,10125,264,84150,85050,114010,114910
484,809220,10129,2631,10122,237,48180,49380,14820,16020
485,809850,10129,2642,10125,1012,31390,32090,22310,23010
486,811361,10129,2662,10118,555,43230,44230,39940,40940
487,811879,10129,2670,10115,248,44520,45020,810,1310
488,811879,10129,2670,10115,248,56220,57320,12510,13610
489,812888,10129,2685,10125,73,8130,9430,110130,111430
490,814954,10129,2722,10122,1116,39780,48380,8500,17100
491,814954,10129,2722,10122,1116,57780,60880,26500,29600
492,815878,10129,2737,10122,566,41150,43550,10220,12620
493,815878,10129,2737,10122,566,63450,67050,32520,36120
494,815891,10129,2737,10125,51,28060,33960,15010,20910
495,815891,10129,2737,10125,51,45260,46560,32210,33510
496,816477,10129,2747,10122,1066,51950,54350,10710,13110
497,816812,10129,2753,10122,1300,50230,51330,24910,26010
498,816812,10129,2753,10122,1300,55630,60430,30310,35110
499,816814,10129,2753,10122,1089,46010,48910,5810,8710
500,824059,10129,2798,10122,602,51260,52160,17100,18000
501,824063,10129,2798,10122,335,51320,67920,7510,24110
502,824063,10129,2798,10122,335,79120,87520,35310,43710
503,824065,10129,2798,10122,758,58140,63840,5010,10710
504,824065,10129,2798,10122,758,70340,71840,17210,18710
505,824074,10129,2798,10125,607,39080,39780,12610,13310
506,824353,10129,2802,10122,649,62470,65470,35720,38720
507,824354,10129,2802,10122,916,62070,63470,38800,40200
508,824357,10129,2802,10122,519,49050,51550,24030,26530
509,826588,10129,2831,10120,613,397060,397360,59430,59730
510,826645,10129,2831,10122,604,427300,427500,68820,69020
511,826658,10129,2831,10122,1018,437640,437940,61610,61910
512,826977,10129,2835,10122,977,46150,51650,15500,21000
513,827307,10129,2840,502,958,36470,37970,15320,16820
514,827328,10129,2840,10122,1355,48940,64540,13700,29300
