TJ_Tag,ID,Device_1,Trip_1,Device_2,Trip_2,StartTime_1,EndTime_1,StartTime_2,EndTime_2
1099,2217329,10134,739,10129,3750,35920,37120,49700,50900
1100,2217852,10134,744,10122,519,44020,49020,20230,25230
1101,2217852,10134,744,10122,519,50520,59720,26730,35930
1102,2217918,10134,744,10130,91,49120,53720,3500,8100
1103,2218204,10134,746,10122,524,37290,38590,8120,9420
1104,2220999,10134,770,10133,1328,39070,48170,8430,17530
1105,2221569,10134,776,10004,130,45750,46850,18110,19210
1106,2221594,10134,776,10125,1322,38930,40830,115640,117540
1107,2222090,10134,780,10122,968,45410,50210,4210,9010
1108,2222347,10134,782,10122,382,48080,48680,8310,8910
1109,2222347,10134,782,10122,382,51980,55480,12210,15710
1110,2223454,10134,791,10002,101,102650,103050,77300,77700
1111,2224160,10134,796,10129,2709,15900,17700,30660,32460
1112,2226752,10134,824,10129,1841,46600,49300,55250,57950
1113,2226760,10134,824,10132,3239,35300,35800,43530,44030
1114,2226777,10134,824,10133,2095,21000,23600,47110,49710
1115,2226777,10134,824,10133,2095,23900,27000,50010,53110
1116,2228603,10134,838,10125,785,24310,24810,25500,26000
1117,2228613,10134,838,10129,2450,15010,16310,56560,57860
1118,2228630,10134,838,10129,912,27310,28110,46900,47700
1119,2229099,10134,843,551,556,40960,41360,30520,30920
1120,2229236,10134,843,10122,895,50720,51820,8200,9300
1121,2229649,10134,845,10122,946,54000,54900,600,1500
1122,2231662,10134,864,10130,89,37540,38140,21100,21700
1123,2232322,10134,871,10121,542,16640,17640,10410,11410
1124,2232322,10134,871,10121,542,20340,23540,14110,17310
1125,2232871,10134,874,10116,981,53570,55270,41410,43110
1126,2232877,10134,874,10116,860,50110,51910,43110,44910
1127,2232878,10134,874,10116,950,50210,54210,36020,40020
1128,2233202,10134,876,10122,846,49910,51010,710,1810
1129,2233251,10134,876,10132,3794,50130,52130,13590,15590
1130,2233259,10134,876,10132,4281,39650,40350,13290,13990
1131,2233261,10134,876,10132,2826,32300,33000,25390,26090
1132,2234578,10134,884,10122,371,40350,41950,12920,14520
1133,2234952,10134,887,10130,89,39560,40160,22600,23200
1134,2237773,10134,910,10129,4764,29500,29600,62020,62120
1135,2238601,10134,920,10131,841,48320,56520,47920,56120
1136,2238931,10134,922,10130,89,35200,36300,31000,32100
1137,2239251,10134,924,10132,3363,55570,56570,9590,10590
1138,2239255,10134,924,10132,2705,56250,57250,12000,13000
1139,2240148,10134,932,10125,785,31830,32630,14220,15020
1140,2240317,10134,936,501,69,63100,66400,13810,17110
1141,2240398,10134,936,10122,519,56300,61800,7930,13430
1142,2240402,10134,936,10122,649,55620,61720,5520,11620
1143,2240988,10134,942,10130,52,61600,65100,17120,20620
1144,2241892,10134,952,10130,258,49290,51090,27830,29630
1145,2242459,10134,957,10129,3892,27650,28950,12470,13770
1146,2242459,10134,957,10129,3892,43250,45150,28070,29970
1147,2242905,10134,965,501,858,69620,70120,116300,116800
1148,2243510,10134,969,552,406,29520,30620,50760,51860
1149,2243510,10134,969,552,406,42420,44320,63660,65560
1150,2243510,10134,969,552,406,60120,69320,81360,90560
1151,2244191,10134,977,10118,1848,33080,33880,31620,32420
1152,2245390,10134,988,10122,761,54290,55590,28310,29610
1153,2245390,10134,988,10122,761,58690,58890,32710,32910
1154,2245393,10134,988,10122,1018,52590,54790,10610,12810
1155,2245394,10134,988,10122,496,52710,54610,13410,15310
1156,2245397,10134,988,10122,846,54050,58750,37610,42310
1157,2245399,10134,988,10122,376,53050,53950,13020,13920
1158,2245461,10134,988,10132,4281,38210,39110,44910,45810
1159,2245942,10134,994,502,966,15400,18300,17920,20820
1160,2245942,10134,994,502,966,21100,22000,23620,24520
1161,2245942,10134,994,502,966,22700,30100,25220,32620
1162,2246029,10134,994,10122,898,132400,133300,19810,20710
1163,2246029,10134,994,10122,898,140200,141200,27610,28610
1164,2246750,10134,998,501,423,37210,40010,82080,84880
1165,2246750,10134,998,501,423,47310,48210,92180,93080
1166,2247720,10134,1006,10122,761,54540,69540,8610,23610
1167,2247728,10134,1006,10122,846,54600,58200,18210,21810
1168,2247728,10134,1006,10122,846,63200,69400,26810,33010
1169,2247732,10134,1006,10122,866,65720,68220,13310,15810
1170,2247780,10134,1006,10132,4281,42940,43840,29590,30490
1171,2250167,10134,1029,552,323,49030,54630,4210,9810
1172,2250231,10134,1029,10122,376,45130,46430,28820,30120
1173,2250254,10134,1029,10129,1697,44820,46220,102250,103650
1174,2252997,10134,1055,10129,110,50360,53560,24130,27330
1175,2252997,10134,1055,10129,110,61760,63260,35530,37030
1176,2252997,10134,1055,10129,110,64660,66960,38430,40730
1177,2252997,10134,1055,10129,110,67660,69560,41430,43330
1178,2253046,10134,1055,10132,3118,60320,60820,63520,64020
1179,2253564,10134,1059,10129,1916,46330,47430,63670,64770
1180,2253564,10134,1059,10129,1916,63930,64730,81270,82070
1181,2254173,10134,1064,552,406,39800,47000,86040,93240
1182,2254253,10134,1064,10129,1871,19700,20500,39980,40780
1183,2255187,10134,1073,10125,143,41870,43170,65760,67060
1184,2255187,10134,1073,10125,143,50070,52170,73960,76060
1185,2255200,10134,1073,10125,993,9820,11720,24490,26390
1186,2256174,10134,1083,10122,938,39000,40100,18340,19440
1187,2256203,10134,1083,10129,4846,40600,45300,12100,16800
1188,2256452,10134,1085,10130,89,35090,36490,29200,30600
1189,2257168,10134,1094,10122,207,44850,46450,26730,28330
1190,2257183,10134,1094,10125,515,26630,29430,13410,16210
1191,2259326,10134,1117,10122,895,54950,56250,6400,7700
1192,2290011,10134,1129,10130,31,71420,75220,32430,36230
1193,2290544,10134,1138,10122,404,43910,46010,8530,10630
1194,2290546,10134,1138,10125,1322,40600,41900,96480,97780
1195,2290784,10134,1140,10122,59,71270,76570,7500,12800
1196,2290793,10134,1140,10122,1342,74290,76290,13710,15710
1197,2290829,10134,1140,10129,175,64450,65050,44520,45120
1198,2291246,10134,1144,10132,2001,600,6200,27240,32840
1199,2291246,10134,1144,10132,2001,7600,8800,34240,35440
1200,2291441,10134,1147,10129,2382,26310,33010,62650,69350
1201,2291441,10134,1147,10129,2382,40010,55010,76350,91350
1202,2291925,10134,1151,10129,1916,26800,29500,47110,49810
1203,2291925,10134,1151,10129,1916,40700,42200,61010,62510
1204,2292859,10134,1157,10122,1382,25270,29070,24110,27910
1205,2293945,10134,1167,10129,2382,32200,35500,76530,79830
1206,2293945,10134,1167,10129,2382,38200,47100,82530,91430
1207,2295529,10134,1179,10130,625,45050,45850,26410,27210
1208,2298694,10134,1210,10122,1097,90390,91490,25710,26810
1209,2298694,10134,1210,10122,1097,96490,98390,31810,33710
1210,2299058,10134,1212,10131,1860,51890,52890,33210,34210
1211,2299633,10134,1216,10122,387,47360,50660,13630,16930
1212,2302661,10134,1239,10122,1366,49470,51070,18810,20410
1213,2303067,10134,1243,10125,1935,65880,66080,58460,58660
1214,2303316,10134,1247,10129,3896,35920,37220,98810,100110
1215,2304162,10134,1256,10107,62,8080,9480,6510,7910
1216,2304162,10134,1256,10107,62,42580,44880,41010,43310
1217,2304162,10134,1256,10107,62,46780,48680,45210,47110
1218,2304845,10134,1260,551,788,46500,46900,20120,20520
1219,2308013,10134,1283,10118,949,41010,41810,121510,122310
1220,2310030,10134,1298,10122,608,51800,59800,6410,14410
1221,2310932,10134,1304,10106,111,31820,32320,68370,68870
1222,2311678,10134,1309,10131,233,45250,46150,61150,62050
1223,2311678,10134,1309,10131,233,48350,49150,64250,65050
1224,2312029,10134,1313,10129,3898,15720,16720,49760,50760
1225,2312029,10134,1313,10129,3898,23220,25320,57260,59360
1226,2312286,10134,1316,10129,2059,18400,21400,30970,33970
1227,2312286,10134,1316,10129,2059,26300,27500,38870,40070
1228,2312286,10134,1316,10129,2059,34900,38600,47470,51170
1229,2312554,10134,1318,551,788,39430,40130,24420,25120
1230,2313919,10134,1328,10115,115,30310,31310,59500,60500
1231,2315891,10134,1345,10129,2786,8780,10680,102050,103950
1232,2316480,10134,1355,10129,2894,20980,22680,13800,15500
1233,2316480,10134,1355,10129,2894,46180,50480,39000,43300
1234,2319676,10134,1382,10118,241,32210,32910,60540,61240
1235,2323397,10134,1416,10132,4011,36920,38920,39440,41440
1236,2324278,10134,1433,10107,73,129530,129830,35700,36000
1237,2324360,10134,1433,10122,761,125680,126080,70210,70610
1238,2324361,10134,1433,10122,604,108140,108340,54220,54420
1239,2324394,10134,1433,10130,1127,133260,134660,29920,31320
1240,2332746,10134,1496,10121,907,125590,128990,10000,13400
1241,2332746,10134,1496,10121,907,132890,134090,17300,18500
1242,2332746,10134,1496,10121,907,139790,142790,24200,27200
1243,2332746,10134,1496,10121,907,149090,152290,33500,36700
1244,2332886,10134,1496,10133,883,91210,91710,57410,57910
1245,2333341,10134,1502,10116,1277,57820,57920,48220,48320
1246,2346116,10134,1592,10133,752,120440,120940,54700,55200
1247,2347572,10134,1601,10132,3239,37880,43080,9890,15090
1248,2354317,10135,17,10118,1413,50810,52110,12610,13910
1249,2354996,10135,25,10133,631,23210,24110,68690,69590
1250,2356127,10135,35,10132,2213,56810,57310,83950,84450
1251,2356137,10135,35,10132,2962,50310,51810,79600,81100
1252,2356300,10135,37,10132,2462,289220,290020,42710,43510
1253,2356770,10135,42,10133,460,96630,97830,79030,80230
1254,2356770,10135,42,10133,460,105030,105630,87430,88030
1255,2356909,10135,44,10132,352,9060,10460,105290,106690
1256,2357841,10135,53,10106,704,50710,52710,82410,84410
1257,2357897,10135,53,10120,1248,9610,18710,41320,50420
1258,2357942,10135,53,10129,2404,29610,30610,41950,42950
1259,2358560,10135,58,10133,1956,151510,152010,54600,55100
1260,2358763,10135,60,10129,380,7520,7920,44440,44840
1261,2358807,10135,60,10134,1592,26120,26820,46120,46820
1262,2362318,10135,108,10129,110,100020,100820,23330,24130
1263,2367189,10135,189,10131,1419,21880,22980,55670,56770
1264,2368084,10135,208,10129,1886,7010,7610,36660,37260
1265,2369378,10135,238,10134,869,85500,86000,32040,32540
1266,2371060,10135,273,10125,745,66860,68260,25110,26510
1267,2372661,10135,305,10122,348,18160,19660,4510,6010
1268,2372667,10135,305,10122,1005,18100,19700,9400,11000
1269,2373167,10135,321,10134,824,68180,68980,52600,53400
1270,2373657,10135,328,10125,516,33070,33570,10710,11210
1271,2376294,10135,378,10133,131,234610,235110,21230,21730
1272,2376299,10135,378,10133,1478,176110,176710,17230,17830
1273,2379114,10135,421,10122,1071,63270,63870,108200,108800
1274,2381453,10135,458,502,971,22790,24990,2710,4910
1275,2381453,10135,458,502,971,37590,38490,17510,18410
1276,2381462,10135,458,552,544,64630,65930,26120,27420
1277,2382309,10135,464,10005,42,81860,82860,42510,43510
1278,2389118,10135,522,10125,1314,6420,11820,16940,22340
1279,2389843,10135,524,10134,1582,77310,77910,189180,189780
1280,2393322,10135,555,10132,1401,26000,26400,430,830
1281,2394169,10135,564,10132,2209,29710,33310,39560,43160
1282,2396187,10135,582,10129,3801,8210,9110,69820,70720
1283,2396245,10135,583,10129,2469,29120,29620,83320,83820
1284,2399479,10135,609,10125,2105,28650,30350,4190,5890
1285,2405200,10135,664,10106,4918,18610,19910,21620,22920
1286,2408378,10135,695,10125,416,37410,38410,11520,12520
1287,2408378,10135,695,10125,416,40610,44410,14720,18520
1288,2408378,10135,695,10125,416,75010,75610,49120,49720
1289,2408862,10135,700,10125,2188,61830,62930,30000,31100
1290,2408869,10135,700,10125,1275,63820,68420,61110,65710
1291,2410195,10135,712,501,43,220,2120,18250,20150
1292,2410195,10135,712,501,43,3420,5320,21450,23350
1293,2410195,10135,712,501,43,6220,6320,24250,24350
1294,2412901,10135,736,10134,1094,43820,45620,53780,55580
1295,2412913,10135,736,10134,924,16520,17720,33190,34390
1296,2412913,10135,736,10134,924,18320,22120,34990,38790
1297,2412913,10135,736,10134,924,40120,41120,56790,57790
1298,2412915,10135,736,10134,453,14320,15120,25620,26420
1299,2412915,10135,736,10134,453,20120,21420,31420,32720
1300,2412915,10135,736,10134,453,29020,48320,40320,59620
1301,2413107,10135,738,10132,2510,32620,33620,40760,41760
1302,2413750,10135,745,10125,2308,121120,124020,86220,89120
1303,2415250,10135,763,10129,2824,21990,23290,6510,7810
1304,2415250,10135,763,10129,2824,23890,25890,8410,10410
1305,2415250,10135,763,10129,2824,51190,51890,35710,36410
1306,2416561,10135,777,502,963,82400,86700,15720,20020
1307,2417042,10135,779,10134,649,19710,20610,24320,25220
1308,2417042,10135,779,10134,649,26910,32110,31520,36720
1309,2417042,10135,779,10134,649,42510,55610,47120,60220
1310,2417045,10135,779,10134,746,14410,15310,22680,23580
1311,2417243,10135,782,10118,1940,19020,19720,193560,194260
1312,2427259,10135,804,10129,2824,88290,90990,35710,38410
1313,2428170,10135,812,10118,1230,16780,18280,6040,7540
1314,2428345,10135,814,10129,4397,13220,15120,22520,24420
1315,2429630,10135,825,10129,1843,22110,24310,57630,59830
1316,2430264,10135,829,10130,65,29250,31850,3230,5830
1317,2471919,10135,879,10125,1736,297100,297800,61660,62360
1318,2472264,10135,883,10125,3169,17600,18200,48770,49370
1319,2473413,10135,892,502,873,26010,26510,130910,131410
1320,2474323,10135,897,10134,838,380890,382390,2010,3510
1321,2474323,10135,897,10134,838,393490,398390,14610,19510
1322,2474348,10135,897,10134,345,380990,382690,10420,12120
1323,2474554,10135,899,10132,72,19020,20120,22970,24070
1324,2476037,10135,913,10125,1411,51010,52210,21320,22520
1325,2485353,10135,1008,10125,1047,41820,44920,48640,51740
1326,2485353,10135,1008,10125,1047,47920,51420,54740,58240
1327,2485400,10135,1009,551,338,33420,40320,7630,14530
1328,2485421,10135,1009,10115,6,42440,43840,14710,16110
1329,2485606,10135,1010,10129,2824,29500,30000,60240,60740
1330,2486889,10135,1022,10125,793,84910,86810,124480,126380
1331,2488246,10135,1036,10125,1042,30300,38300,505250,513250
1332,2492916,10135,1078,10129,2453,20600,21200,38880,39480
1333,2493056,10135,1078,10134,328,62400,63800,408720,410120
1334,2494220,10135,1086,10130,66,36910,38910,16320,18320
1335,2494406,10135,1088,10115,654,7040,10540,69400,72900
1336,2496267,10135,1103,10118,581,24120,24620,94400,94900
1337,2496345,10135,1103,10125,2316,55620,57920,67560,69860
1338,2500130,10135,1128,502,970,204110,205410,259580,260880
1339,2500561,10135,1131,10106,87,24710,25310,28120,28720
1340,2500779,10135,1132,10133,2113,46000,47500,88080,89580
1341,2502113,10135,1146,10121,945,16520,16820,200730,201030
1342,2502352,10135,1146,10134,1334,305520,306120,32330,32930
1343,2504343,10135,1159,10129,4311,86230,87030,105630,106430
1344,2504350,10135,1159,10129,347,54610,60210,2010,7610
1345,2504350,10135,1159,10129,347,69610,70010,17010,17410
1346,2505529,10135,1168,10133,1657,88410,89710,66310,67610
1347,2507586,10135,1186,10129,302,12210,14010,21480,23280
1348,2507655,10135,1186,10134,381,13710,14010,16320,16620
1349,2509533,10135,1201,10125,1111,16210,17110,54370,55270
1350,2542279,10135,1223,10134,869,394830,395330,34220,34720
1351,2542301,10135,1223,10134,1052,390370,391070,53730,54430
1352,2542474,10135,1223,10134,947,392710,393310,34690,35290
1353,2542703,10135,1225,10116,764,53980,54680,28010,28710
1354,2542731,10135,1225,10129,1478,23420,24220,59580,60380
1355,2543418,10135,1229,10125,1141,57090,58490,23420,24820
1356,2543418,10135,1229,10125,1141,69890,72290,36220,38620
1357,2543961,10135,1233,10115,392,312180,313580,8820,10220
1358,2548819,10135,1273,10130,201,87900,96100,163510,171710
1359,2548910,10135,1274,10118,1342,217110,217210,261300,261400
1360,2550049,10135,1289,10129,1810,92460,95160,6910,9610
1361,2550389,10135,1291,10129,2894,91640,92440,26000,26800
1362,2550389,10135,1291,10129,2894,103040,104040,37400,38400
1363,2550389,10135,1291,10129,2894,108440,109740,42800,44100
1364,2550427,10135,1291,10132,3933,13220,13820,22670,23270
1365,2550649,10135,1293,10134,317,108720,109320,108060,108660
1366,2550656,10135,1293,10134,402,88220,89020,38980,39780
1367,2550716,10135,1294,10134,1226,4810,6610,18400,20200
1368,2552296,10135,1305,10122,1035,9290,11790,5310,7810
1369,2557708,10135,1364,10125,1223,10610,12410,100780,102580
1370,2557896,10135,1367,10122,331,115020,117320,85710,88010
1371,2559085,10135,1377,10129,4299,31920,45220,74550,87850
1372,2566786,10135,1450,10134,550,79850,80550,23110,23810
1373,2572498,10135,1501,10129,4577,45520,46120,76340,76940
1374,2573348,10135,1510,10125,542,77540,78340,55220,56020
1375,2574101,10135,1519,10121,1120,2860,3360,3010,3510
1376,2574200,10135,1520,10106,432,45320,46120,221070,221870
1377,2574285,10135,1520,10129,57,108980,110580,37610,39210
1378,2574285,10135,1520,10129,57,121380,124780,50010,53410
1379,2574299,10135,1520,10129,5017,46700,47500,43490,44290
1380,2576480,10135,1543,502,960,64560,74660,7520,17620
1381,2576480,10135,1543,502,960,86260,86860,29220,29820
1382,2580580,10135,1575,10125,3151,15220,15620,29940,30340
1383,2580730,10135,1577,10133,1870,10540,11140,90350,90950
1384,2581172,10135,1581,10132,1265,4120,5920,70250,72050
1385,2586230,10135,1625,10132,4023,38520,42120,57610,61210
1386,2586234,10135,1625,10132,4210,68070,68470,50800,51200
1387,2586595,10135,1629,10134,780,57210,57710,29920,30420
1388,2586596,10135,1629,10134,1175,10710,11510,51470,52270
1389,2588303,10135,1645,10125,320,45210,45910,7710,8410
1390,2588885,10135,1649,10121,1265,117070,128770,24310,36010
1391,2591868,10135,1671,10129,310,11320,13320,47650,49650
1392,2593581,10135,1684,10129,901,34640,35140,63200,63700
1393,2595248,10135,1695,10134,338,21810,22310,41330,41830
1394,2596424,10135,1710,10106,1063,15400,19400,53690,57690
1395,2596428,10135,1710,10115,558,14400,17800,176030,179430
1396,2597033,10135,1716,10106,2560,16100,17100,22800,23800
1397,2600627,10135,1750,10125,71,43390,70490,52860,79960
1398,2600627,10135,1750,10125,71,71690,73190,81160,82660
1399,2603154,10135,1773,10121,907,101590,101790,6200,6400
1400,2605263,10135,1790,10129,4040,51540,53040,41200,42700
1401,2605263,10135,1790,10129,4040,58640,63440,48300,53100
1402,2605263,10135,1790,10129,4040,66440,67440,56100,57100
1403,2605409,10135,1791,10121,509,51100,52100,181160,182160
1404,2613164,10135,1854,10133,494,123330,124130,65410,66210
1405,2613228,10135,1856,10125,1126,62500,63300,33110,33910
1406,2613443,10135,1858,10133,2049,27100,27600,54000,54500
1407,2622690,10136,127,10115,242,14540,16140,12310,13910
1408,2641061,10136,300,10122,1130,24670,27670,11120,14120
1409,2641091,10136,300,10129,2882,28170,29370,50810,52010
1410,2643764,10136,340,10121,767,145540,146440,15410,16310
1411,2644727,10136,354,10118,1773,16120,18220,37860,39960
1412,2653577,10136,388,10132,654,42620,43520,63180,64080
1413,2654384,10136,395,10132,2933,5310,7010,10460,12160
1414,2657068,10136,419,502,113,43520,44020,12220,12720
1415,2657325,10136,421,10118,627,33810,46610,46330,59130
1416,2661666,10136,449,10125,1287,19910,21010,43250,44350
1417,2661673,10136,449,10129,2539,19610,20510,42370,43270
1418,2661673,10136,449,10129,2539,21910,24710,44670,47470
1419,2661683,10136,449,10129,4918,31710,33610,70680,72580
1420,2663224,10136,465,10118,333,54010,55310,53690,54990
1421,2664523,10136,473,10132,6205,18810,19910,52150,53250
1422,2664523,10136,473,10132,6205,40510,45510,73850,78850
1423,2669165,10136,509,10120,265,145920,146020,82320,82420
1424,2671660,10136,533,501,63,25020,25820,37350,38150
1425,2672011,10136,536,10106,2599,14510,17710,94530,97730
1426,2682154,10136,610,10118,778,61730,62730,314960,315960
1427,2684013,10136,631,551,536,24620,24920,115220,115520
1428,2684013,10136,631,551,536,26920,27620,117520,118220
1429,2684043,10136,631,10122,732,25080,27380,18710,21010
1430,2688160,10136,667,10106,218,8820,12220,64970,68370
1431,2688294,10136,669,10118,918,47610,49810,58430,60630
1432,2688891,10136,672,10133,195,43550,45650,66070,68170
1433,2690185,10136,681,10134,261,34930,35130,21500,21700
1434,2691393,10136,693,3268,70,26970,27670,17600,18300
1435,2691461,10136,693,10129,3113,39430,42430,66160,69160
1436,2692233,10136,701,10118,365,15660,17260,82500,84100
1437,2692429,10136,703,10118,657,14310,15310,51910,52910
1438,2695298,10136,727,10118,363,1086680,1087380,31170,31870
1439,2697096,10136,734,10135,34,41780,42780,12920,13920
1440,2697098,10136,735,502,126,15210,17010,26290,28090
1441,2697098,10136,735,502,126,21610,22610,32690,33690
1442,2697119,10136,735,10129,1834,30410,33510,50850,53950
1443,2697966,10136,741,10132,2485,33110,38410,67690,72990
1444,2701605,10136,772,10132,253,20320,21320,53840,54840
1445,2703424,10136,791,90,14,20030,21030,165760,166760
1446,2703424,10136,791,90,14,21430,21730,167160,167460
1447,2703430,10136,791,551,109,19930,21930,130500,132500
1448,2703437,10136,791,10002,115,19230,22530,142280,145580
1449,2703437,10136,791,10002,115,24430,26830,147480,149880
1450,2703933,10136,795,10118,797,23910,27710,65250,69050
1451,2708559,10136,824,10118,589,32210,36510,63330,67630
1452,2708559,10136,824,10118,589,40210,43910,71330,75030
1453,2708559,10136,824,10118,589,44210,44710,75330,75830
1454,2708559,10136,824,10118,589,46110,54310,77230,85430
1455,2709154,10136,827,10134,1433,53010,53210,114260,114460
1456,2712806,10136,865,10118,892,42920,47920,77450,82450
1457,2713314,10136,876,502,951,25510,31010,80130,85630
1458,2713332,10136,876,10118,755,27010,27910,58040,58940
1459,2725367,10136,977,10132,3556,185020,185220,83600,83800
1460,2727157,10136,991,10118,817,48470,49870,10630,12030
1461,2727617,10136,996,10116,1069,14110,16010,128400,130300
1462,2729143,10136,1007,10118,594,47120,47820,71200,71900
1463,2729143,10136,1007,10118,594,56320,58620,80400,82700
1464,2731264,10136,1021,10121,329,19660,20260,55060,55660
1465,2744669,10136,1138,10134,365,35440,36640,21500,22700
1466,2748611,10136,1162,10131,104,77230,78030,22230,23030
1467,2752507,10136,1194,10131,319,63280,64680,23960,25360
1468,2756742,10136,1221,10118,768,36450,37550,50490,51590
1469,2756742,10136,1221,10118,768,45850,47650,59890,61690
1470,2756745,10136,1221,10118,802,43650,45150,85960,87460
1471,2758062,10136,1230,10132,3108,510,1810,121420,122720
1472,2758062,10136,1230,10132,3108,7910,11410,128820,132320
1473,2762844,10136,1272,10135,1372,67300,67800,19610,20110
1474,2763762,10136,1278,10118,802,73860,75260,66210,67610
1475,2766734,10136,1295,501,40,22320,23320,14510,15510
1476,2768404,10136,1307,10133,767,65950,66050,60010,60110
1477,2768794,10136,1311,10002,2005,16610,19110,1140,3640
1478,2774378,10136,1364,10134,365,30610,31910,19200,20500
1479,2789083,10136,1489,10106,3071,35340,42640,33600,40900
1480,2792256,10136,1525,10116,525,30330,30930,49720,50320
1481,2792257,10136,1525,10116,560,30830,31430,40170,40770
1482,2792261,10136,1525,10116,504,34030,34530,41350,41850
1483,2793445,10136,1537,10121,566,100210,101110,157430,158330
1484,2794064,10136,1544,10125,260,119660,122960,73800,77100
1485,2801066,10136,1613,10106,2910,46570,47070,22100,22600
1486,2801667,10136,1621,10005,51,16500,17800,62430,63730
1487,2803853,10136,1643,10133,1861,123640,124140,64010,64510
1488,2804770,10136,1655,10125,35,39860,43160,35000,38300
1489,2805122,10136,1659,10121,610,6810,7210,26460,26860
1490,2806662,10136,1673,10106,520,73550,74450,53120,54020
1491,2807210,10136,1673,10133,119,141510,142810,61010,62310
1492,2808335,10136,1682,10118,447,47510,48210,62410,63110
1493,2812776,10136,1721,10125,1168,14920,18320,30510,33910
1494,2812780,10136,1721,10125,417,14820,16520,23670,25370
1495,2812780,10136,1721,10125,417,20520,21220,29370,30070
1496,2812844,10136,1721,10133,2069,32020,34020,71740,73740
1497,2812845,10136,1721,10133,2023,33620,40620,38880,45880
1498,2812960,10136,1723,10106,4019,46210,46610,87140,87540
1499,2813451,10136,1728,10118,577,54890,55390,204690,205190
1500,2813893,10136,1732,10132,5584,33820,35220,48920,50320
1501,2813896,10136,1732,10132,6396,36920,37520,49080,49680
1502,2813896,10136,1732,10132,6396,45220,46720,57380,58880
1503,2814704,10136,1745,10121,767,26500,27400,15210,16110
1504,2816541,10136,1765,10133,1861,71520,71720,59410,59610
1505,2819695,10136,1795,10129,102,231700,235700,119020,123020
1506,2820278,10136,1797,10133,327,274410,275010,13200,13800
1507,2820535,10136,1801,10134,1413,8410,8910,9230,9730
1508,2825859,10136,1849,10118,836,42220,42820,74400,75000
1509,2827582,10136,1863,10121,698,19720,22220,78910,81410
1510,2828218,10136,1872,10118,297,11220,11520,558420,558720
1511,2831876,10136,1907,10118,755,37010,40610,64600,68200
1512,2833408,10136,1919,10118,1924,11510,15910,145570,149970
1513,2839434,10136,1973,10106,2679,36110,37510,46790,48190
1514,2839635,10136,1974,10134,365,32140,33640,22800,24300
1515,2840371,10136,1983,10118,778,53110,54410,317180,318480
1516,2840935,10136,1989,10121,863,10220,13120,46800,49700
1517,2842639,10136,2004,10125,1557,22240,22640,800,1200
1518,2842639,10136,2004,10125,1557,24140,26240,2700,4800
1519,2843288,10136,2010,10129,55,25700,31000,10330,15630
1520,2847438,10136,2044,552,443,24510,26610,52150,54250
1521,2847456,10136,2044,10121,2,24410,26510,205400,207500
1522,2855824,10136,2118,10134,478,31410,42910,47540,59040
1523,2855826,10136,2118,10134,1601,38810,42910,54160,58260
1524,2857087,10136,2130,10133,467,51420,62520,56410,67510
1525,2858375,10136,2139,10116,465,35370,36070,56310,57010
1526,2858764,10136,2140,10132,7345,93410,94210,3490,4290
1527,2861329,10136,2160,10118,119,4920,5620,10770,11470
1528,2862760,10136,2170,10135,730,35220,36220,53130,54130
1529,2863507,10136,2177,10115,347,63520,63820,40930,41230
1530,2867193,10136,2213,10118,778,55420,56120,315620,316320
1531,2877445,10136,2230,10118,797,53320,54620,64970,66270
1532,2884771,10136,2290,10118,657,46720,47620,53580,54480
1533,2885806,10136,2299,10131,166,61440,62440,31160,32160
1534,2887302,10136,2312,10132,5709,39630,41130,88460,89960
1535,2887302,10136,2312,10132,5709,45030,46730,93860,95560
1536,2889104,10136,2322,10133,767,81280,81580,63110,63410
1537,2889127,10136,2322,10134,278,50660,54260,47720,51320
1538,2890975,10136,2338,10134,365,23670,27770,23700,27800
1539,2892778,10136,2357,10135,1220,18820,21420,65730,68330
1540,2893590,10136,2371,552,380,37210,39910,74490,77190
1541,2893596,10136,2371,3268,31,25810,26910,61750,62850
1542,2894249,10136,2378,10118,657,43010,44210,56820,58020
1543,2894249,10136,2378,10118,657,44810,45710,58620,59520
1544,2894249,10136,2378,10118,657,47810,52610,61620,66420
1545,2894542,10136,2379,10131,319,78800,80300,23860,25360
1546,2894680,10136,2380,10118,802,60600,62000,69330,70730
1547,2900331,10136,2440,10118,797,49520,50320,67570,68370
1548,2900331,10136,2440,10118,797,53020,53920,71070,71970
1549,2901228,10136,2444,10134,278,49880,52080,47220,49420
1550,2902420,10136,2456,10118,892,39600,40200,61070,61670
1551,2910655,10136,2475,10125,492,753720,754620,31310,32210
1552,2916631,10136,2522,10129,2806,24400,25400,50400,51400
1553,2918479,10136,2542,10118,589,50310,54210,62870,66770
1554,2918479,10136,2542,10118,589,56610,59510,69170,72070
1555,2921237,10136,2567,10121,1103,29960,32260,9010,11310
1556,2926197,10136,2613,10135,1843,182680,183480,59720,60520
1557,2928499,10136,2649,10134,1274,24700,28200,17310,20810
1558,2928774,10136,2653,10115,558,57390,60890,183490,186990
1559,2928832,10136,2654,551,545,19400,21300,41210,43110
1560,2928833,10136,2654,551,518,16800,18800,32860,34860
1561,2931162,10136,2671,502,9,55190,62390,47710,54910
1562,2931165,10136,2671,551,13,54910,62410,51320,58820
1563,2935674,10136,2705,10118,918,41400,43700,52530,54830
1564,2936515,10136,2711,10121,2,235110,236910,210020,211820
