RxDevice,FileId,TxDevice,GenTime,TxRandom,MsgCount,DSecond,Latitude,Longitude,Elevation,Speed,Heading,Ax,Ay,Az,Yawrate,PathCount,RadiusOfCurve,Confidence
2278,2261084,2278,292791815112524,-12840,0,9000,42.25681,-83.75944,247.8,13.84,268.3375,-0.34,20.01,0,0.09,2,3276.7,76
2278,2261084,2278,292791815212536,-12840,1,9100,42.2568,-83.75945,247.8,13.8,268.525,-0.36,20.01,0,0.39,2,3276.7,67
2278,2261084,2278,292791815312530,-12840,2,9200,42.2568,-83.75947,247.9,13.76,268.675,-0.39,20.01,0,0.75,2,3276.7,55
2278,2261084,2278,292791815412529,-12840,3,9300,42.2568,-83.75948,247.8,13.6,268.1625,-0.57,20.01,0,-0.21,2,3276.7,95
2278,2261084,2278,292791815512513,-12840,4,9400,42.2568,-83.75951,247.8,13.5,268.65,-0.69,20.01,0,0.28,2,3276.7,96
2278,2261084,2278,292791815612518,-12840,5,9500,42.2568,-83.75952,247.8,13.46,268.1125,-0.69,20.01,0,-0.55,2,3276.7,69
2278,2261084,2278,292791815712461,-12840,6,9600,42.2568,-83.75954,247.8,13.3,268.15,-0.83,20.01,0,-0.78,2,3276.7,50
2278,2261085,2278,292796642057587,12680,86,35900,42.24554,-83.70017,213.2,0,179.275,-0.03,20.01,0,-1.22,4,3276.7,0
2278,2261085,2278,292796642157583,12680,87,36000,42.24554,-83.70017,213.2,0,179.275,-0.03,20.01,0,-1.59,4,3276.7,0
2278,2261085,2278,292796642257565,12680,88,36100,42.24554,-83.70017,213.2,0,179.275,-0.03,20.01,0,-1.46,4,3276.7,0
2278,2261085,2278,292796642357588,12680,89,36200,42.24554,-83.70017,213.2,0,179.275,-0.01,20.01,0,-1.11,4,3276.7,0
2278,2261085,2278,292796642457580,12680,90,36300,42.24554,-83.70017,213.2,0,179.275,-0.01,20.01,0,-0.72,4,3276.7,0
2278,2261085,2278,292796642557582,12680,91,36400,42.24554,-83.70017,213.2,0,179.275,-0.01,20.01,0,-0.39,4,3276.7,0
2278,2261085,2278,292796642657582,12680,92,36500,42.24554,-83.70017,213.2,0,179.275,0,20.01,0,-0.14,4,3276.7,0
2278,2261085,2278,292796642757572,12680,93,36600,42.24554,-83.70017,213.3,0,179.275,0.01,20.01,0,0,4,3276.7,0
2278,2261085,2278,292796642857577,12680,94,36700,42.24554,-83.70017,213.3,0.02,179.275,0.01,20.01,0,0.07,4,3276.7,0
2278,2261085,2278,292796642957574,12680,95,36800,42.24554,-83.70017,213.3,0,179.275,0,20.01,0,0.09,4,3276.7,0
2278,2261085,2278,292796643057583,12680,96,36900,42.24554,-83.70017,213.3,0.02,179.275,0.02,20.01,0,0.08,4,3276.7,0
2278,2261085,2278,292796643157565,12680,97,37000,42.24554,-83.70018,213.3,0,179.275,-0.01,20.01,0,0.06,4,3276.7,0
