TIMID,TIMRegionId
1566097273,3
2146618999,1
2187581014,1
1256539837,2
1422914443,5
1742216403,5
2024654255,2
2067020093,4
2321064732,2
2933132810,3
1605853371,2
2613377814,4
2624840508,5
2322302827,4
1390631132,5
371916941,1
2468658207,1
2125786291,3
637848728,4
