TIMID,TIMRegionId
1789489025,2
430935008,5
3037369442,6
2248491282,5
892419835,1
1403932522,2
1538014116,5
1582541842,5
2121855565,3
2605085729,5
3049721286,5
454808794,3
1392512735,2
1720293074,5
423753029,2
2989606957,1
879690608,2
345933565,5
1104092243,5
