RxDevice,FileId,TxDevice,GenTime,TxRandom,MsgCount,DSecond,Latitude,Longitude,Elevation,Speed,Heading,Ax,Ay,Az,Yawrate,PathCount,RadiusOfCurve,Confidence
10579,1699715,10579,292797627483686,12660,10,1400,42.42308,-83.76847,244.4,35.2,173.4625,0.03,-1.15,-0.32,-1.84,6,-1152.6,96
10579,1699715,10579,292797627583624,12660,11,1500,42.42305,-83.76847,244.3,35.22,173.2,0.09,-1.1,-0.3,-1.76,6,-1229,89
10579,1699715,10579,292797627683588,12660,12,1600,42.42302,-83.76846,244.3,35.22,173.2,0.09,-1.1,-0.3,-1.76,6,-1229,89
10579,1699715,10579,292797627783626,12660,13,1700,42.42299,-83.76846,244.1,35.2,172.75,-0.15,-1.14,-0.3,-1.83,6,-1125.3,84
10579,1699715,10579,292797627883564,12660,14,1800,42.42295,-83.76846,244.1,35.2,172.75,-0.15,-1.14,-0.3,-1.83,6,-1125.3,84
10579,1699715,10579,292797627983619,12660,15,1900,42.42292,-83.76845,243.9,35.22,172.325,0.09,-1.17,-0.32,-1.88,6,-1068.1,90
10579,1699715,10579,292797628083606,12660,16,2000,42.42289,-83.76845,243.9,35.22,172.325,0.09,-1.17,-0.32,-1.88,6,-1068.1,90
10579,1699715,10579,292797628183624,12660,17,2100,42.42286,-83.76844,243.8,35.2,171.775,-0.09,-1.25,-0.32,-2.01,6,-950.9,76
10579,1699715,10579,292797628283586,12660,18,2200,42.42282,-83.76843,243.8,35.2,171.775,-0.09,-1.25,-0.32,-2.01,6,-950.9,76
10579,1699715,10579,292797628383628,12660,19,2300,42.42279,-83.76842,243.7,35.26,171.4625,0.3,-1.21,-0.32,-1.94,6,-1026.6,84
10579,1699715,10579,292797628483579,12660,20,2400,42.42276,-83.76842,243.7,35.26,171.4625,0.3,-1.21,-0.32,-1.94,6,-1026.6,84
10579,1699715,10579,292797628583627,12660,21,2500,42.42273,-83.76842,243.5,35.08,171.0375,-0.94,-1.21,-0.32,-1.97,6,-998.6,95
10579,1699715,10579,292797628683579,12660,22,2600,42.4227,-83.76841,243.5,35.08,171.0375,-0.94,-1.21,-0.32,-1.97,6,-998.6,95
10579,1699715,10579,292797628783622,12660,23,2700,42.42267,-83.7684,243.3,35.14,171.375,0.36,-0.88,-0.32,-1.42,6,-1989.1,39
10579,1699715,10579,292797628883581,12660,24,2800,42.42264,-83.76839,243.3,35.14,171.375,0.36,-0.88,-0.32,-1.42,6,-1989.1,39
10579,1699715,10579,292797628983618,12660,25,2900,42.42261,-83.76839,243.2,35.16,171.4,0.07,-0.75,-0.28,-1.19,6,3276.7,68
10579,1699715,10579,292797629083581,12660,26,3000,42.42258,-83.76838,243.2,35.16,171.4,0.07,-0.75,-0.28,-1.19,6,3276.7,68
10579,1699715,10579,292797629183644,12660,27,3100,42.42254,-83.76838,243.1,35.1,170.9625,-0.3,-0.84,-0.26,-1.34,6,-1823.2,59
10579,1699715,10579,292797629283577,12660,28,3200,42.42251,-83.76837,243.1,35.1,170.9625,-0.3,-0.84,-0.26,-1.34,6,-1823.2,59
