DeviceID,Trip,Time,RV_ID,RV_Type,RV_Number,Brake_Status,Elevation,Heading,Latitude,Lateral_Accel,Longitude,Longitudinal_Accel,Range,Range_Rate,Speed,SteerWheelPosition,Yaw_Rate
10,1417759,79280,2275,2,1,0,242.39999399999999,93.349997999999999,42.302773000000002,20.010000000000002,-83.704482999999996,-0.01,157.46028699999999,0,0,190.5,0,,,,
10,1417759,79480,2275,2,1,0,242.39999399999999,93.349997999999999,42.302773000000002,20.010000000000002,-83.704482999999996,-0.01,154.961142,-12.988659999999999,0,190.5,0,,,,
10,1417759,79580,2275,2,1,0,242.39999399999999,93.349997999999999,42.302773000000002,20.010000000000002,-83.704482999999996,-0.01,153.54857899999999,-14.125626,0,190.5,0,,,,
10,1417759,79680,2275,2,1,0,242.39999399999999,93.349997999999999,42.302773000000002,20.010000000000002,-83.704482999999996,-0.01,152.306973,-12.416064,0,190.5,0,,,,
10,1417759,79780,2275,2,1,0,242.39999399999999,93.349997999999999,42.302773000000002,20.010000000000002,-83.704482999999996,-0.01,151.07039499999999,-12.365785000000001,0,190.5,0,,,,
10,1417759,79880,2275,2,1,0,242.39999399999999,93.349997999999999,42.302773000000002,20.010000000000002,-83.704482999999996,-0.01,149.659524,-14.108703,0,190.5,0,,,,
10,1417759,80180,2275,2,1,0,242.39999399999999,93.349997999999999,42.302773000000002,20.010000000000002,-83.704482999999996,0,145.79493400000001,0,0,190.5,0,,,,
10,1417759,80280,2275,2,1,0,242.39999399999999,93.349997999999999,42.302773000000002,20.010000000000002,-83.704482999999996,0,144.57625999999999,-12.186743999999999,0,190.5,0,,,,
10,1417759,80380,2275,2,1,0,242.39999399999999,93.349997999999999,42.302773000000002,20.010000000000002,-83.704482999999996,0,143.16865300000001,-14.076066000000001,0,190.5,0,,,,
10,1417759,80480,2275,2,1,0,242.39999399999999,93.349997999999999,42.302773000000002,20.010000000000002,-83.704482999999996,0,141.956807,-12.118458,0,190.5,0,,,,
10,1417759,80580,2275,2,1,0,242.39999399999999,93.349997999999999,42.302773000000002,20.010000000000002,-83.704482999999996,-0.01,140.55057600000001,-14.062314000000001,0,190.5,0,,,,
10,1417759,80680,2275,2,1,0,242.39999399999999,93.349997999999999,42.302773000000002,20.010000000000002,-83.704482999999996,-0.01,138.94393299999999,-16.066423,0,190.5,0,,,,
10,1417759,80780,2275,2,1,0,242.39999399999999,93.349997999999999,42.302773000000002,20.010000000000002,-83.704482999999996,-0.01,137.941169,-10.02764,0,190.5,0,,,,
10,1417759,80880,2275,2,1,0,242.39999399999999,93.349997999999999,42.302773000000002,20.010000000000002,-83.704482999999996,-0.01,136.74398600000001,-11.971830000000001,0,190.5,0,,,,
10,1417759,80980,2275,2,1,0,242.39999399999999,93.349997999999999,42.302773000000002,20.010000000000002,-83.704482999999996,-0.01,135.340936,-14.030507999999999,0,190.5,0,,,,
10,1417759,81080,2275,2,1,0,242.39999399999999,93.349997999999999,42.302773000000002,20.010000000000002,-83.704482999999996,-0.01,134.15163200000001,-11.893038000000001,0,190.5,0,,,,
10,1417759,81180,2275,2,1,0,242.39999399999999,93.349997999999999,42.302773000000002,20.010000000000002,-83.704482999999996,-0.01,132.75041300000001,-14.012185000000001,0,190.5,0,,,,
10,1417759,81280,2275,2,1,0,242.39999399999999,93.349997999999999,42.302773000000002,20.010000000000002,-83.704482999999996,-0.01,131.56938700000001,-11.810264,0,190.5,0,,,,
10,1417759,81580,2275,2,1,0,242.300003,93.349997999999999,42.302773000000002,20.010000000000002,-83.704482999999996,0,127.60086699999999,0,0,190.5,0,,,,
