TIMID,TIMRegionId
1565679871,2
2660422409,1
2775587459,5
2839023630,1
2923511992,3
1700167167,3
1808783631,1
405979581,1
2256757915,5
419416950,1
448750987,1
2647522320,5
1488274200,2
1543398713,2
1593378291,3
1929913025,3
3013888622,4
3046962606,1
1750374063,2
