TIMID,TIMRegionId
2610938267,1
2910039725,4
1490743130,2
2099751572,5
425558481,4
2625386278,5
2379145316,2
1375986051,5
3007816148,2
758846196,2
852433736,2
387303154,2
2097839957,4
2321940634,2
431103743,1
526201483,5
878122536,2
2830494304,2
2878524341,3
