TIMID,TIMRegionId
1262368858,4
3032026515,2
2108708850,1
422258399,1
433316831,4
2531731263,2
553376134,2
3035303121,2
2450381737,2
2773719990,2
2167754436,1
2611317659,5
267921025,3
853751466,5
2322410938,4
466515349,2
2524095106,2
279099126,2
563551387,5
