RxDevice,FileId,TxDevice,GenTime,TxRandom,MsgCount,DSecond,Latitude,Longitude,Elevation,Speed,Heading,Ax,Ay,Az,Yawrate,PathCount,RadiusOfCurve,Confidence
2304,1376502,2304,292772772442049,-23745,25,46300,42.27004,-83.69473,200.3,17.56,297.375,0.06,20.01,0,-0.5,5,3276.7,56
2304,1376502,2304,292772772542039,-23745,26,46400,42.27005,-83.69475,200.3,17.6,297.5125,0.18,20.01,-0.1,-0.25,5,3276.7,70
2304,1376502,2304,292772772642019,-23745,27,46500,42.27005,-83.69477,200.4,17.56,297.5875,0.04,20.01,0,0.04,5,3276.7,96
2304,1376502,2304,292772772742040,-23745,28,46600,42.27006,-83.69479,200.4,17.6,297.575,0.11,20.01,0,0.17,5,3276.7,86
2304,1376502,2304,292772772842035,-23745,29,46700,42.27007,-83.69481,200.4,17.56,297.6625,-0.08,20.01,0,0.37,5,3276.7,72
2304,1376502,2304,292772772942030,-23745,30,46800,42.27007,-83.69482,200.4,17.56,297.4375,-0.17,20.01,0,-0.04,5,3276.7,87
2304,1376502,2304,292772773042044,-23745,31,46900,42.27008,-83.69485,200.4,17.6,297.65,0.01,20.01,-0.08,0.18,5,3276.7,88
2304,1376502,2304,292772773142051,-23745,32,47000,42.27009,-83.69486,200.4,17.58,297.35,0.05,20.01,-0.1,-0.34,5,3276.7,88
2304,1376502,2304,292772773241976,-23745,33,47100,42.2701,-83.69489,200.4,17.56,297.5,-0.01,20.01,-0.06,-0.24,5,3276.7,83
2304,1376502,2304,292772773342047,-23745,34,47200,42.2701,-83.6949,200.4,17.52,297.6875,-0.17,20.01,-0.02,0.22,5,3276.7,98
2304,1376502,2304,292772773442034,-23745,35,47300,42.27011,-83.69492,200.4,17.5,297.5,-0.28,20.01,0,0.03,5,3276.7,96
2304,1376502,2304,292772773542032,-23745,36,47400,42.27012,-83.69494,200.4,17.58,297.75,0.08,20.01,0,0.44,5,3276.7,80
2304,1376502,2304,292772773642012,-23745,37,47500,42.27013,-83.69495,200.4,17.52,297.8875,0,20.01,0,0.81,5,3276.7,62
2304,1376502,2304,292772773742032,-23745,38,47600,42.27013,-83.69498,200.4,17.48,297.825,-0.21,20.01,0,0.72,5,3276.7,64
2304,1376502,2304,292772773842034,-23745,39,47700,42.27014,-83.69499,200.5,17.52,297.8625,-0.08,20.01,0,0.61,5,3276.7,76
2304,1376502,2304,292772773942031,-23745,40,47800,42.27015,-83.69501,200.5,17.46,297.4625,-0.18,20.01,0,-0.34,5,3276.7,76
2304,1376502,2304,292772774042040,-23745,41,47900,42.27016,-83.69503,200.5,17.42,297.8,-0.32,20.01,0,-0.1,5,3276.7,66
2304,1376502,2304,292772774142028,-23745,42,48000,42.27016,-83.69505,200.5,17.44,297.7375,-0.18,20.01,-0.08,-0.08,5,3276.7,68
2304,1376502,2304,292772774242164,-23745,43,48100,42.27017,-83.69507,200.5,17.42,297.775,-0.15,20.01,-0.16,0.02,5,3276.7,80
