TIMID,TIMRegionId
3085023,1
1545102108,1
1687513910,4
2320093427,1
1544638550,2
2203708619,5
2325473736,5
290377092,2
341192918,5
1308996291,5
2039285856,5
457430282,4
2833649567,5
3037365588,5
2738949512,2
2937125493,6
2036964388,2
2403301703,5
435854290,1
