RxDevice, BSMID, DSRCMsgId, MsgCount, TemporaryId, DSeconds, Latitude, Longitude, Elevation, PositionalAccuracy, TransmissionState, Speed, Heading, SteeringWheelAngle, LongitudinalAcceleration, LateralAcceleration, VerticalAcceleration, YawRate, BrakeAppliedStatus, wheelBrakesUnavailable, TractionControlState, AntilockBrakeStatus, StabilityControlStatus, BrakeBoostApplied, AuxiliaryBrakeStatus
7163,1784960433,2,41,700914683,42900,422874781,-837185418,2162,0xFFFFFFFF,7,2,20842,127,9,-1,43,0,0x00,0,0x00,0x00,0x00,0x00,0x00,260,1260,0xB114800100A106800100810100820100830100840104,0xA127820104A3228320001BBFFF00290CC60003FFA7802B0F1EFFC33E1CA01F11C5FEB97524002D1946
10106,1785523216,2,41,700914683,42900,422874781,-837185418,2162,0xFFFFFFFF,7,2,20842,127,9,-1,43,0,0x00,0,0x00,0x00,0x00,0x00,0x00,260,1260,0xB114800100A106800100810100820100830100840104,0xA127820104A3228320001BBFFF00290CC60003FFA7802B0F1EFFC33E1CA01F11C5FEB97524002D1946
10106,1787504678,2,41,700914683,42900,422874781,-837185418,2162,0xFFFFFFFF,7,2,20842,127,9,-1,43,0,0x00,0,0x00,0x00,0x00,0x00,0x00,260,1260,0xB114800100A106800100810100820100830100840104,0xA127820104A3228320001BBFFF00290CC60003FFA7802B0F1EFFC33E1CA01F11C5FEB97524002D1946
7163,1802745191,2,41,-516088837,43200,422865589,-837321699,2062,0xFFFFFFFF,7,0,19748,127,-7,-1,43,0,0x00,0,0x00,0x00,0x00,0x00,0x00,260,1260,0xB114800100A106800100810100820100830100840104,0xA15782010AA3528350001040012FEC16E4FFED7FF54FFE1E14FF723F41300320E4FEB47D82A0162377FE3CBCC54020242CFD3EBBD3A0272507FC293AC2902D25F8FB97B9F8403126ACFB5BF944F032274CFB0A769BA03B29B7
10106,1803981572,2,41,-516088837,43200,422865589,-837321699,2062,0xFFFFFFFF,7,0,19748,127,-7,-1,43,0,0x00,0,0x00,0x00,0x00,0x00,0x00,260,1260,0xB114800100A106800100810100820100830100840104,0xA15782010AA3528350001040012FEC16E4FFED7FF54FFE1E14FF723F41300320E4FEB47D82A0162377FE3CBCC54020242CFD3EBBD3A0272507FC293AC2902D25F8FB97B9F8403126ACFB5BF944F032274CFB0A769BA03B29B7
7163,1775770053,2,41,-1427104773,43200,422879591,-837190041,2150,0xFFFFFFFF,7,69,27861,127,53,-129,16,-638,0x00,0,0x00,0x00,0x00,0x00,0x00,260,1260,0xB114800100A106800100810100820100830100840104,0xA16F82010DA36A83680065FFF9E000002801ED7FF1100200C803A2BFFF10030190048B4019B0050208054A8047F008028005D20085000902F80628C0D5600C0384068841C1B0150618067AC1D5A02713EC068AC1E5A0361978072983F3F0571CFC0793C5AE30641EA007E2C948406F21C0A2078002FC07810161
7163,1802674686,2,41,-1998578693,43300,422871519,-837254324,2005,0xFFFFFFFF,7,433,21471,127,7,34,48,109,0x00,0,0x00,0x00,0x00,0x00,0x00,260,1260,0xB114800100A106800100810100820100830100840104,0xA127820104A3228320FF397C412FF4029EFE8A7608FFE90761FE3C3423AFDB0906FDBBF24DEFC20AAAA20880021D498102008C
10106,1803927096,2,41,-1998578693,43300,422871519,-837254324,2005,0xFFFFFFFF,7,433,21471,127,7,34,48,109,0x00,0,0x00,0x00,0x00,0x00,0x00,260,1260,0xB114800100A106800100810100820100830100840104,0xA127820104A3228320FF397C412FF4029EFE8A7608FFE90761FE3C3423AFDB0906FDBBF24DEFC20AAAA20880021D498102008C
10106,1804705035,2,41,-1998578693,43300,422871519,-837254324,2005,0xFFFFFFFF,7,433,21471,127,7,34,48,109,0x00,0,0x00,0x00,0x00,0x00,0x00,260,1260,0xB114800100A106800100810100820100830100840104,0xA127820104A3228320FF397C412FF4029EFE8A7608FFE90761FE3C3423AFDB0906FDBBF24DEFC20AAAA20880021D498102008C
7163,1806863230,2,41,-2038490117,43400,422864320,-837327672,2070,0xFFFFFFFF,7,97,19785,127,40,-28,37,-124,0x00,0,0x00,0x00,0x00,0x00,0x00,260,1260,0xB114800100A106800100810100820100830100840104,0xA14F820109A34A8348FF73FF8B1001008CFE84FE9A100401E0FDEBBDBD1008094CFD2FFBEF801E0DABFC9EBB0BF02B0E9CFB1DB96DE03A102CFA78B8A3004110E0FA2C77E760441180F9D1F4F8C04E13EBA2088002E559810200AA
10106,1807083325,2,41,-2038490117,43400,422864320,-837327672,2070,0xFFFFFFFF,7,97,19785,127,40,-28,37,-124,0x00,0,0x00,0x00,0x00,0x00,0x00,260,1260,0xB114800100A106800100810100820100830100840104,0xA14F820109A34A8348FF73FF8B1001008CFE84FE9A100401E0FDEBBDBD1008094CFD2FFBEF801E0DABFC9EBB0BF02B0E9CFB1DB96DE03A102CFA78B8A3004110E0FA2C77E760441180F9D1F4F8C04E13EBA2088002E559810200AA
7163,1780902974,2,41,1565137915,43400,422864759,-837321921,2071,0xFFFFFFFF,7,75,6726,127,113,75,50,381,0x00,0,0x00,0x00,0x00,0x00,0x00,260,1260,0xB114800100A106800100810100820100830100840104,0xA15F82010BA35A83580049C0926FFD00B4015881A8E00813C40209422230021643049AC3B2DFEE18C407D80588EFE01B1C09950666DFDC1C480AF286ECEFD81D380C68075BCFD31E8C0D14077D1FDB23A00DF907AE9FDC25E310490819CFD52788A2078002062081016D
