RxDevice,FileId,TxDevice,GenTime,TxRandom,MsgCount,DSecond,Latitude,Longitude,Elevation,Speed,Heading,Ax,Ay,Az,Yawrate,PathCount,RadiusOfCurve,Confidence
6802,2169609,6802,292768960197894,-24940,32,14100,42.24937,-83.67912,220.8,10.82,269.5625,-0.13,0.03,-0.14,0.2,4,3276.7,77
6802,2169609,6802,292768960297879,-24940,33,14200,42.24937,-83.67912,220.8,10.82,269.5625,-0.13,0.03,-0.14,0.2,4,3276.7,77
6802,2169609,6802,292768960397907,-24940,34,14300,42.24937,-83.67914,220.8,10.74,269.5,-0.42,0.01,-0.12,0.12,4,3276.7,84
6802,2169609,6802,292768960497895,-24940,35,14400,42.24937,-83.67915,220.8,10.74,269.5,-0.42,0.01,-0.12,0.12,4,3276.7,84
6802,2169609,6802,292768960597920,-24940,36,14500,42.24937,-83.67916,220.8,10.74,269.5625,-0.03,0.01,-0.12,0.15,4,3276.7,92
6802,2169609,6802,292768960697881,-24940,37,14600,42.24937,-83.67918,220.8,10.74,269.5625,-0.03,0.01,-0.12,0.15,4,3276.7,92
6802,2169609,6802,292768960797907,-24940,38,14700,42.24937,-83.67919,220.8,10.72,269.575,-0.11,0.01,-0.12,0.14,4,3276.7,97
6802,2169609,6802,292768960897874,-24940,39,14800,42.24937,-83.6792,220.8,10.72,269.575,-0.11,0.01,-0.12,0.14,4,3276.7,97
6802,2169609,6802,292768960997908,-24940,40,14900,42.24937,-83.67921,220.8,10.76,269.7875,0.2,0.05,-0.12,0.27,4,1653.2,74
6802,2169609,6802,292768961097908,-24940,41,15000,42.24937,-83.67923,220.8,10.76,269.7875,0.2,0.05,-0.12,0.27,4,1653.2,74
6802,2169609,6802,292768961197911,-24940,42,15100,42.24937,-83.67924,220.8,10.64,269.5125,-0.65,-0.01,-0.12,0.03,4,3276.7,53
6802,2169609,6802,292768961297854,-24940,43,15200,42.24937,-83.67925,220.8,10.64,269.5125,-0.65,-0.01,-0.12,0.03,4,3276.7,53
6802,2169609,6802,292768961397906,-24940,44,15300,42.24937,-83.67927,220.8,10.74,269.6625,0.51,0.01,-0.14,0.13,4,3276.7,77
6802,2169609,6802,292768961497876,-24940,45,15400,42.24937,-83.67928,220.8,10.74,269.6625,0.51,0.01,-0.14,0.13,4,3276.7,77
6802,2169609,6802,292768961597906,-24940,46,15500,42.24937,-83.67929,220.8,10.76,269.5,0.05,-0.01,-0.12,0,4,3276.7,73
6802,2169609,6802,292768961697880,-24940,47,15600,42.24937,-83.67931,220.8,10.76,269.5,0.05,-0.01,-0.12,0,4,3276.7,73
6802,2169609,6802,292768961797896,-24940,48,15700,42.24937,-83.67932,220.8,10.72,269.5625,-0.13,-0.01,-0.14,0.04,4,3276.7,87
6802,2169609,6802,292768961897883,-24940,49,15800,42.24937,-83.67933,220.8,10.72,269.5625,-0.13,-0.01,-0.14,0.04,4,3276.7,87
6802,2169609,6802,292768961997892,-24940,50,15900,42.24937,-83.67934,220.8,10.72,270.2,-0.07,0.09,-0.14,0.51,4,712.1,42
