RxDevice,FileId,TxDevice,Gentime,CertId,TxRandom,FrameOffset,FrameSize,BsmPIRelOffset,BsmPIIRelOffset,BsmPIIIRelOffset,GenTimeRelOffset,PsIdByte
2645,3400252,2645,292729297634516,3808270188312849417,17534,2212338,304,121,161,161,230,32
2645,3400252,2645,292729297734503,6309433328292076214,17534,2212658,233,50,90,90,159,32
2645,3400252,2645,292729297834508,6309433328292076214,17534,2212907,233,50,90,90,159,32
2645,3400252,2645,292729297934501,6309433328292076214,17534,2213156,233,50,90,90,159,32
2645,3400252,2645,292729298034511,6309433328292076214,17534,2213405,232,50,90,90,158,32
2645,3400252,2645,292729298134495,3808270188312849417,17534,2213653,303,121,161,161,229,32
2645,3400252,2645,292729298234512,6309433328292076214,17534,2213972,232,50,90,90,158,32
2645,3400252,2645,292729298334510,6309433328292076214,17534,2214220,232,50,90,90,158,32
2645,3400252,2645,292729298434510,6309433328292076214,17534,2214468,233,50,90,90,159,32
2645,3400252,2645,292729298534495,6309433328292076214,17534,2214717,233,50,90,90,159,32
2645,3400252,2645,292729298634501,3808270188312849417,17534,2214966,303,121,161,161,229,32
2645,3400252,2645,292729298734503,6309433328292076214,17534,2215285,233,50,90,90,159,32
2645,3400252,2645,292729298834503,6309433328292076214,17534,2215534,233,50,90,90,159,32
2645,3400252,2645,292729298934497,6309433328292076214,17534,2215783,233,50,90,90,159,32
2645,3400252,2645,292729299034490,6309433328292076214,17534,2216032,233,50,90,90,159,32
2645,3400252,2645,292729299134499,3808270188312849417,17534,2216281,304,121,161,161,230,32
2645,3400252,2645,292729299234499,6309433328292076214,17534,2216601,233,50,90,90,159,32
2645,3400252,2645,292729299334510,6309433328292076214,17534,2216850,233,50,90,90,159,32
2645,3400252,2645,292729299434502,6309433328292076214,17534,2217099,233,50,90,90,159,32
