TIMID,TIMRegionId
2480277028,2
279698949,4
2844601136,5
2913365984,2
556874833,2
610701488,5
446428433,3
2804597245,5
833122409,1
1136853105,1
422517896,4
488039388,2
1184953544,2
2234602568,4
424788367,5
635160896,2
1736153324,5
2364993349,5
2479104588,5
