TIMID,TIMRegionId
2466535141,1
2461478607,5
644970758,3
1681989498,2
2780571829,2
874899862,2
371918709,2
1656677326,4
2239980755,1
2516552856,2
2861409474,2
2907685038,2
2947737854,2
2670443544,6
267956413,4
780680416,1
1735088446,2
1860655201,5
2027606413,2
