MovementId,SPATID,CurrentState,MinTimeremaining,MaxTimeremaining,YellowState,YellowTime,PedestrianDetect,VehiclePedestrianCount,LaneSet
2065022648,1809293452,0x40,106,206,NULL,0,0,0,6,2,10,2
2065022678,1809293452,0x40,384,914,NULL,0,0,0,8,2,12,2
2065022700,1809293452,0x01,260,520,NULL,0,1,0,13,0
2065022720,1809293452,0x01,270,450,NULL,0,1,0,14,0
2065022735,1809293452,0x01,495,1201,NULL,0,1,0,15,0,16,0
2065022870,1809293498,0x04,260,512,NULL,0,0,0,1,1,5,4
2065022895,1809293498,0x01,45,137,0x02,36,0,0,2,1,7,1,4,1,11,1
2065022913,1809293506,0x02,14,14,NULL,0,0,0,1,1,5,4
2065022944,1809293506,0x02,14,189,NULL,0,0,0,2,1
2065022945,1809293498,0x04,270,442,NULL,0,0,0,3,1,9,4
2065022959,1809293506,0x04,175,536,NULL,0,0,0,3,1
2065022970,1809293498,0x40,106,198,NULL,0,0,0,6,2,10,2
2065022980,1809293506,0x04,39,250,NULL,0,0,0,4,1
2065023001,1809293498,0x40,384,906,NULL,0,0,0,8,2,12,2
2065023005,1809293506,0x40,175,742,NULL,0,0,0,6,2
2065023021,1809293506,0x40,39,39,NULL,0,0,0,7,2
2065023027,1809293498,0x01,260,512,NULL,0,1,0,13,0
2065023037,1809293506,0x40,175,536,NULL,0,0,0,8,2
2065023041,1809293498,0x01,270,442,NULL,0,1,0,14,0
