RxDevice,FileId,TxDevice,GenTime,TxRandom,MsgCount,DSecond,Latitude,Longitude,Elevation,Speed,Heading,Ax,Ay,Az,Yawrate,PathCount,RadiusOfCurve,Confidence
7156,1627762,7156,292763116197694,1359,66,50100,42.28186,-83.73361,245.5,4.12,170.2375,1.99,-0.55,-1.08,-7.96,20,-517.4,12
7156,1627762,7156,292763116297676,1359,67,50200,42.28186,-83.73361,245.5,4.34,170.375,1.99,-0.55,-1.08,-7.96,20,-517.4,12
7156,1627762,7156,292763116397690,1359,68,50300,42.28185,-83.73361,245.7,4.36,171.0875,1.52,-0.48,-0.82,-6.24,20,348.7,39
7156,1627762,7156,292763116497680,1359,69,50400,42.28185,-83.73361,245.7,4.54,171.35,1.52,-0.48,-0.82,-6.24,20,348.7,39
7156,1627762,7156,292763116597723,1359,70,50500,42.28185,-83.73361,246,4.8,169.75,1.89,-0.5,-0.66,-6,21,-320.1,36
7156,1627762,7156,292768786897631,-14005,49,20800,42.28732,-83.71943,212.3,0,81.025,-0.11,-0.01,-0.14,-0.05,6,0,0
7156,1627762,7156,292768786997642,-14005,50,20900,42.28732,-83.71943,212.3,0,81.025,0.01,-0.01,-0.14,-0.04,6,0,0
7156,1627762,7156,292768787097630,-14005,51,21000,42.28732,-83.71943,212.3,0,81.025,0.01,-0.01,-0.14,-0.04,6,0,0
7156,1627762,7156,292768787197639,-14005,52,21100,42.28732,-83.71943,212.3,0.04,81.025,0.09,-0.01,-0.14,-0.03,6,0,0
7156,1627762,7156,292768787297627,-14005,53,21200,42.28732,-83.71943,212.3,0.04,81.025,0.09,-0.01,-0.14,-0.03,6,0,0
7156,1627762,7156,292768787397692,-14005,54,21300,42.28732,-83.71943,212.3,0,81.025,-0.09,-0.01,-0.14,-0.03,6,0,0
7156,1627762,7156,292768787497617,-14005,55,21400,42.28732,-83.71943,212.3,0,81.025,-0.09,-0.01,-0.14,-0.03,6,0,0
7156,1627762,7156,292768787597631,-14005,56,21500,42.28732,-83.71943,212.3,0.02,81.025,0.05,-0.01,-0.14,-0.02,6,0,0
7156,1627762,7156,292768787697629,-14005,57,21600,42.28732,-83.71943,212.3,0.04,81.025,0.05,-0.01,-0.14,-0.02,6,0,0
7156,1627762,7156,292768787797645,-14005,58,21700,42.28731,-83.71943,212.3,0,81.025,-0.09,-0.01,-0.14,-0.02,6,0,0
7156,1627762,7156,292768787897625,-14005,59,21800,42.28731,-83.71943,212.3,0,81.025,-0.09,-0.01,-0.14,-0.02,6,0,0
7156,1627762,7156,292768787997638,-14005,60,21900,42.28731,-83.71943,212.3,0,81.025,-0.09,-0.01,-0.14,-0.02,6,0,0
7156,1627762,7156,292768788097656,-14005,61,22000,42.28731,-83.71943,212.3,0,81.025,-0.07,-0.01,-0.14,-0.02,6,0,0
7156,1627762,7156,292768788197655,-14005,62,22100,42.28731,-83.71943,212.3,0,81.025,-0.01,-0.01,-0.14,-0.01,6,0,0
