RxDevice,FileId,TxDevice,Gentime,CertId,TxRandom,FrameOffset,FrameSize,BsmPIRelOffset,BsmPIIRelOffset,BsmPIIIRelOffset,GenTimeRelOffset,PsIdByte
2052,2570781,2052,292768071650469,-1647156771036876318,5222,4292284,320,122,162,162,246,32
2052,2570781,2052,292768071750454,4963281817999493425,5222,4292620,249,51,91,91,175,32
2052,2570781,2052,292768071850467,4963281817999493425,5222,4292885,249,51,91,91,175,32
2052,2570781,2052,292768071950480,4963281817999493425,5222,4293150,249,51,91,91,175,32
2052,2570781,2052,292768072050473,4963281817999493425,5222,4293415,249,51,91,91,175,32
2052,2570781,2052,292768072150465,-1647156771036876318,5222,4293680,320,122,162,162,246,32
2052,2570781,2052,292768072250468,4963281817999493425,5222,4294016,249,51,91,91,175,32
2052,2570781,2052,292768072350468,4963281817999493425,5222,4294281,249,51,91,91,175,32
2052,2570781,2052,292768072450472,4963281817999493425,5222,4294546,249,51,91,91,175,32
2052,2570781,2052,292768072550472,4963281817999493425,5222,4294811,249,51,91,91,175,32
2052,2570781,2052,292768072650464,-1647156771036876318,5222,4295076,320,122,162,162,246,32
2052,2570781,2052,292768072750443,4963281817999493425,5222,4295412,249,51,91,91,175,32
2052,2570781,2052,292768072850471,4963281817999493425,5222,4295677,249,51,91,91,175,32
2052,2570781,2052,292768072950478,4963281817999493425,5222,4295942,249,51,91,91,175,32
2052,2570781,2052,292768073050478,4963281817999493425,5222,4296207,249,51,91,91,175,32
2052,2570781,2052,292768073150466,-1647156771036876318,5222,4296472,320,122,162,162,246,32
2052,2570781,2052,292768073250468,4963281817999493425,5222,4296808,249,51,91,91,175,32
2052,2570781,2052,292768073350460,4963281817999493425,5222,4297073,249,51,91,91,175,32
2052,2570781,2052,292768073450468,4963281817999493425,5222,4297338,249,51,91,91,175,32
