RxDevice,FileId,TxDevice,Gentime,CertId,TxRandom,FrameOffset,FrameSize,BsmPIRelOffset,BsmPIIRelOffset,BsmPIIIRelOffset,GenTimeRelOffset,PsIdByte
6465,3688627,6465,292762310877630,-45312041097716048,-21196,401611,259,68,108,108,185,32
6465,3688627,6465,292762310977632,-45312041097716048,-21196,401886,259,68,108,108,185,32
6465,3688627,6465,292762311077629,-45312041097716048,-21196,402161,258,68,108,108,184,32
6465,3688627,6465,292762311177615,-8774414393061933148,-21196,402435,329,139,179,179,255,32
6465,3688627,6465,292762311277648,-45312041097716048,-21196,402780,258,68,108,108,184,32
6465,3688627,6465,292762311377650,-45312041097716048,-21196,403054,258,68,108,108,184,32
6465,3688627,6465,292762311477649,-45312041097716048,-21196,403328,259,68,108,108,185,32
6465,3688627,6465,292762311577639,-45312041097716048,-21196,403603,259,68,108,108,185,32
6465,3688627,6465,292762311677646,-8774414393061933148,-21196,403878,330,139,179,179,256,32
6465,3688627,6465,292762311777707,-45312041097716048,-21196,404224,259,68,108,108,185,32
6465,3688627,6465,292762311877723,-45312041097716048,-21196,404499,258,68,108,108,184,32
6465,3688627,6465,292762311977621,-45312041097716048,-21196,404773,258,68,108,108,184,32
6465,3688627,6465,292762312077639,-45312041097716048,-21196,405047,259,68,108,108,185,32
6465,3688627,6465,292762312177627,-8774414393061933148,-21196,405322,330,139,179,179,256,32
6465,3688627,6465,292762312277645,-45312041097716048,-21196,405668,258,68,108,108,184,32
6465,3688627,6465,292762312377633,-45312041097716048,-21196,405942,258,68,108,108,184,32
6465,3688627,6465,292762312477655,-45312041097716048,-21196,406216,258,68,108,108,184,32
6465,3688627,6465,292762312577641,-45312041097716048,-21196,406490,258,68,108,108,184,32
6465,3688627,6465,292762312677666,-8774414393061933148,-21196,406764,330,139,179,179,256,32
